,concept,ui,source,sourceConcept,obsolete,name,termType,language
6307,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C2984200,A29932513,PDQ,NONE,false,alpha-fetoprotein peptide-pulsed autologous dendritic cell vaccine,PT,ENG
6308,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C2984200,A19053980,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C91378,false,Alpha-fetoprotein Peptide-Pulsed Autologous Dendritic Cell Vaccine,PT,ENG
6309,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C2984200,A29932514,PDQ,NONE,false,AFP peptide-pulsed autologous dendritic cell vaccine,AB,ENG
6310,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3273316,A20242902,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C97265,false,Allogeneic AML Antigen-expressing Dendritic Cell Vaccine,PT,ENG
6311,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3273316,A20251992,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C97265,false,Allogeneic Acute Myeloid Leukemia Antigen-expressing Dendritic Cell Vaccine,SY,ENG
6312,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3273316,A29948022,PDQ,NONE,false,allogeneic acute myeloid leukemia antigen-expressing dendritic cell vaccine,PT,ENG
6313,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3273555,A20258340,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C97665,false,CCNB1 Peptide-pulsed Autologous Dendritic Cell Vaccine,SY,ENG
6314,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3273555,A29948040,PDQ,NONE,false,CCNB1 peptide-pulsed autologous dendritic cell vaccine,AB,ENG
6315,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3273555,A29948039,PDQ,NONE,false,cyclin B1 peptide-pulsed autologous dendritic cell vaccine,PT,ENG
6316,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3273555,A20255255,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C97665,false,Cyclin B1 Peptide-pulsed Autologous Dendritic Cell Vaccine,PT,ENG
6317,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C2830051,A29935469,PDQ,NONE,false,iCD40 Receptor-Expressing Autologous Dendritic Cell Vaccine BP-GMAX-CD1,LV,ENG
6318,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C2830051,A29932337,PDQ,NONE,false,autologous prostate cancer antigen-expressing dendritic cell vaccine BPX-101,PT,ENG
6319,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C2830051,A21411976,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C82361,false,BPX-101,CCN,ENG
6320,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C2830051,A29944628,PDQ,NONE,false,BPX-101,CCN,ENG
6321,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C2830051,A29938478,PDQ,NONE,false,BP-GMAX-CD1,CCN,ENG
6322,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C2830051,A21403012,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C82361,false,Autologous Prostate Cancer Antigen-expressing Dendritic Cell Vaccine BPX-101,PT,ENG
6323,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C2830051,A21418925,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C82361,false,BP-GMAX-CD1,SY,ENG
6324,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3640942,A21413318,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C102782,false,Recombinant Human MUC1-Oxidized Polymannose-pulsed Autologous Dendritic Cell Vaccine,PT,ENG
6325,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3640942,A29936049,PDQ,NONE,false,autologous MUC1-mannan fusion protein pulsed dendritic cell vaccine,PT,ENG
6326,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3641004,A29942128,PDQ,NONE,false,apoptotic autologous tumor cells-pulsed alpha-type-1 polarized dendritic cells,PT,ENG
6327,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3641004,A21414328,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C102978,false,Apoptotic Autologous Tumor Cells-pulsed Alpha-type-1 Polarized Dendritic Cells,PT,ENG
6328,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3641120,A29936099,PDQ,NONE,false,pDC vaccine,AB,ENG
6329,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3641120,A29942139,PDQ,NONE,false,plasmacytoid dendritic cell vaccine,PT,ENG
6330,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3641120,A21405442,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C103192,false,pDC Vaccine,SY,ENG
6331,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3641120,A21421328,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C103192,false,Plasmacytoid Dendritic Cell Vaccine,PT,ENG
6332,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3640934,A29932862,PDQ,NONE,false,"adenovirus encoding tyrosinase, MART-1/MAGE-A6-transduced autologous dendritic cell vaccine",PT,ENG
6333,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3640934,A21423269,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C102753,false,Adenovirus Encoding Tyrosinase/MART-1/MAGEA6-transduced Autologous Dendritic Cell Vaccine,PT,ENG
6334,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3640934,A21402427,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C102753,false,AdVTMM2-transduced Dendritic Cell Vaccine,SY,ENG
6335,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3640934,A29942098,PDQ,NONE,false,AdVTMM2-transduced dendritic cell vaccine,SY,ENG
6336,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3829191,A29932982,PDQ,NONE,false,MART-1/gp100/Tyrosinase/MAGE-A3 peptides-loaded irradiated allogeneic plasmacytoid dendritic cells,PT,ENG
6337,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3829191,A23889219,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C107159,false,MART-1/gp100/Tyrosinase/MAGE-A3 Peptides-loaded Irradiated Allogeneic Plasmacytoid Dendritic Cells,PT,ENG
6338,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3831432,A29954427,PDQ,NONE,false,autologous sarcoma lysate-pulsed dendritic cell vaccine,PT,ENG
6339,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3831432,A23895676,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C105806,false,Autologous Sarcoma Lysate-pulsed Dendritic Cell Vaccine,PT,ENG
6340,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3831171,A29942327,PDQ,NONE,false,CD133 antigen peptide-pulsed autologous dendritic cell vaccine,PT,ENG
6341,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3831171,A29945374,PDQ,NONE,false,CD-133 dendritic cell vaccine,SY,ENG
6342,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3831171,A29945373,PDQ,NONE,false,CD133 DC vaccine,SY,ENG
6343,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3831171,A23908511,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C113794,false,CD133 Antigen Peptide-pulsed Autologous Dendritic Cell Vaccine,PT,ENG
6344,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3831171,A23883264,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C113794,false,CD-133 Dendritic Cell Vaccine,SY,ENG
6345,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3831171,A23928451,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C113794,false,CD133 DC Vaccine,SY,ENG
6346,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3831562,A23911711,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C113296,false,Allogeneic Glioblastoma Stem-like Cell Line Lysate-pulsed Autologous Dendritic Cell Vaccine,PT,ENG
6347,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3831562,A29948399,PDQ,NONE,false,allogeneic glioblastoma stem-like cell line lysate-pulsed autologous dendritic cell vaccine,PT,ENG
6348,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3827147,A29932967,PDQ,NONE,false,BPX-201,CCN,ENG
6349,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3827147,A29936172,PDQ,NONE,false,adenovector-transduced AP1903-inducible MyD88/CD40-expressing autologous PSMA-specific prostate cancer vaccine BPX-201,PT,ENG
6350,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3827147,A23876729,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C106242,false,BPX-201,CCN,ENG
6351,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3827147,A23921232,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C106242,false,Adenovector-transduced AP1903-inducible MyD88/CD40-expressing Autologous PSMA-specific Prostate Cancer Vaccine BPX-201,PT,ENG
6352,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3827147,A23934574,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C106242,false,Adenovector-transduced AP1903-inducible iMC-expressing Autologous PSMA-specific Prostate Cancer Vaccine BPX-201,SY,ENG
6353,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3829707,A29933093,PDQ,NONE,false,HER2-pulsed type-1 polarized autologous dendritic cell vaccine,PT,ENG
6354,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3829707,A29936282,PDQ,NONE,false,HER2-pulsed DC1 vaccine,SY,ENG
6355,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3829707,A23929302,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C114293,false,HER-2 pulsed DC1 Vaccine,SY,ENG
6356,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3829707,A23931108,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C114293,false,HER2-pulsed Autologous Type-1 Polarized Dendritic Cell Vaccine,PT,ENG
6357,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3827891,A23895278,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C114285,false,Survivin/p53/HER2 Antigen-loaded Autologous DC Vaccine,SY,ENG
6358,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3827891,A29933085,PDQ,NONE,false,survivin/p53/HER2 antigen-loaded autologous DC vaccine,SY,ENG
6359,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3827891,A23940844,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C114285,false,Survivin/p53/HER2 Antigen-loaded Autologous Dendritic Cell Vaccine,PT,ENG
6360,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3827891,A29951456,PDQ,NONE,false,survivin/p53/HER2 antigen-loaded autologous dendritic cell vaccine,PT,ENG
6361,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3831435,A29936224,PDQ,NONE,false,autologous melanoma lysate/NY-ESO-1-pulsed autologous dendritic cell vaccine,PT,ENG
6362,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3831435,A23950306,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C111900,false,Autologous Melanoma Lysate/NY-ESO-1-pulsed Autologous Dendritic Cell Vaccine,PT,ENG
6363,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3828741,A27372937,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C114380,false,Autologous NY-ESO-1 (157-165) Peptide-pulsed DC Vaccine,SY,ENG
6364,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3828741,A29939233,PDQ,NONE,false,NY-ESO-1(157-165) peptide-pulsed autologous dendritic cell vaccine,PT,ENG
6365,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3828741,A23973161,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C114380,false,NY-ESO-1(157-165) Peptide-pulsed Autologous Dendritic Cell Vaccine,PT,ENG
6366,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3898188,A29945543,PDQ,NONE,false,NY-ESO-1/MART-1 peptide-pulsed dendritic cell vaccine,PT,ENG
6367,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3898188,A29951636,PDQ,NONE,false,NY-ESO-1/MART-1 peptide-pulsed DC vaccine,SY,ENG
6368,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3898188,A24363009,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C120129,false,NY-ESO-1/MART-1 Peptide-pulsed DC Vaccine,SY,ENG
6369,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3898188,A24361472,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C120129,false,NY-ESO-1/MART-1 Peptide-pulsed Dendritic Cell Vaccine,PT,ENG
6370,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3896767,A29945403,PDQ,NONE,false,glioma-associated peptide-loaded dendritic cell vaccine SL-701,PT,ENG
6371,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3896767,A24378810,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C114496,false,Glioma-associated Peptide-loaded Dendritic Cell Vaccine SL-701,PT,ENG
6372,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3896767,A29954570,PDQ,NONE,false,SL-701,CCN,ENG
6373,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3896767,A24388149,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C114496,false,SL-701,CCN,ENG
6374,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3899758,A29947823,PDQ,NONE,false,CMV pp65 peptide-pulsed autologous DC vaccine,SY,ENG
6375,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3899758,A29935670,PDQ,NONE,false,CMV pp65 peptide-pulsed autologous dendritic cell vaccine,PT,ENG
6376,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3899758,A24381668,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C116740,false,CMV pp65 Peptide-pulsed Autologous Dendritic Cell Vaccine,PT,ENG
6377,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3899758,A25773947,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C116740,false,CMV pp65 Peptide-pulsed Autologous DC Vaccine,SY,ENG
6378,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3897351,A24385642,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C116913,false,Total Tumor RNA-loaded Dendritic Cell Vaccine,PT,ENG
6379,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3897351,A29949504,PDQ,NONE,false,total tumor RNA-loaded dendritic cell vaccine,PT,ENG
6380,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3897351,A24382497,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C116913,false,TTRNA-loaded DC Vaccine,SY,ENG
6381,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3897351,A29946514,PDQ,NONE,false,TTRNA-loaded DC vaccine,SY,ENG
6382,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3830413,A24386452,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C113807,false,DLK1/EPHA2/HBB/NRP1/RGS5/TEM1 Peptide-pulsed Alpha-type-1 Polarized Dendritic Cell Vaccine,PT,ENG
6383,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3830413,A29936277,PDQ,NONE,false,DLK1/ EPHA2/HBB/NRP1/RGS5/TEM1 peptide-pulsed alpha-type-1 polarized dendritic cell vaccine,PT,ENG
6384,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3830413,A23921707,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C113807,false,alphaDC1-TBVA Vaccine,SY,ENG
6385,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3830413,A23966383,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C113807,false,Tumor Blood Vessel Antigen Peptide-pulsed Alpha-type-1 Polarized Dendritic Cell Vaccine,SY,ENG
6386,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3830413,A29933084,PDQ,NONE,false,αDC1-TBVA vaccine,SY,ENG
6387,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3830413,A29951454,PDQ,NONE,false,tumor blood vessel antigen peptide-pulsed alpha-type-1 polarized dendritic cell vaccine,SY,ENG
6388,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3897182,A24381550,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C120185,false,WT1 Peptide-loaded Allogeneic DC Vaccine,SY,ENG
6389,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3897182,A24377703,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C120185,false,Wilms Tumor 1 Peptide-loaded Allogeneic Dendritic Cell Vaccine,SY,ENG
6390,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C3897182,A24388568,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C120185,false,WT1 Peptide-loaded Allogeneic Dendritic Cell Vaccine,PT,ENG
6391,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4053747,A25768839,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C121640,false,MesoCancerVac,SY,ENG
6392,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4053747,A25763750,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C121640,false,Allogeneic Mesothelioma Tumor Lysate-pulsed Autologous DC Vaccine,SY,ENG
6393,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4053747,A29945586,PDQ,NONE,false,allogeneic mesothelioma tumor lysate-pulsed autologous dendritic cell vaccine,PT,ENG
6394,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4053747,A29948603,PDQ,NONE,false,MesoCancerVac,SY,ENG
6395,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4053747,A25760601,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C121640,false,Allogeneic Mesothelioma Tumor Lysate-pulsed Autologous Dendritic Cell Vaccine,PT,ENG
6396,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4053747,A29948604,PDQ,NONE,false,allogeneic mesothelioma tumor lysate-pulsed autologous DC vaccine,SY,ENG
6397,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4053686,A25766081,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C121856,false,Autologous Dendritic Cell Vaccine ACT2001,PT,ENG
6398,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4053686,A25769602,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C121856,false,Autologous DC Vaccine ACT2001,SY,ENG
6399,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4053686,A29948625,PDQ,NONE,false,autologous DC vaccine ACT2001,SY,ENG
6400,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4053686,A29939428,PDQ,NONE,false,autologous dendritic cell vaccine ACT2001,PT,ENG
6401,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4053686,A29933313,PDQ,NONE,false,ACT2001,CCN,ENG
6402,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4053686,A25774885,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C121856,false,ACT2001,CCN,ENG
6403,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4055423,A29948620,PDQ,NONE,false,autologous NSCLC peptide-specific DC vaccine,SY,ENG
6404,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4055423,A25762794,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C121848,false,Autologous NSCLC Peptide-specific DC Vaccine,SY,ENG
6405,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4055423,A25767019,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C121848,false,Autologous NSCLC Peptide-specific Dendritic Cell Vaccine,PT,ENG
6406,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4055423,A29945595,PDQ,NONE,false,autologous NSCLC peptide-specific dendritic cell vaccine,PT,ENG
6407,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4086920,A29936537,PDQ,NONE,false,tumor peptide-loaded myeloid dendritic cells,PT,ENG
6408,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4086920,A29951752,PDQ,NONE,false,tumor peptide-loaded myDC vaccine,SY,ENG
6409,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4086920,A26703560,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C124055,false,Tumor Peptide-loaded Myeloid Dendritic Cells,PT,ENG
6410,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4086920,A26703142,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C124055,false,Tumor Peptide-loaded myDC Vaccine,SY,ENG
6411,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4086570,A29939490,PDQ,NONE,false,MiHA-loaded PD-L1/L2-silenced dendritic cell vaccine,PT,ENG
6412,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4086570,A26704751,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C123921,false,MiHA-loaded PD-L1/L2-silenced Dendritic Cell Vaccine,PT,ENG
6413,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4086570,A29951742,PDQ,NONE,false,MiHA-loaded PD-L-silenced DC vaccine,SY,ENG
6414,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4086570,A26706788,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C123921,false,MiHA-loaded PD-L-silenced DC Vaccine,SY,ENG
6415,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4086612,A26706799,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C124054,false,Multi-glioblastoma-peptide-targeting Autologous DC Vaccine ICT-107,SY,ENG
6416,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4086612,A26709170,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C124054,false,ICT-107,CCN,ENG
6417,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4086612,A29948693,PDQ,NONE,false,multi-glioblastoma-peptide-targeting autologous DC vaccine ICT-107,SY,ENG
6418,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4086612,A29945658,PDQ,NONE,false,ICT-107,CCN,ENG
6419,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4086612,A29933398,PDQ,NONE,false,multi-glioblastoma-peptide-pulsed autologous DC vaccine ICT-107,SY,ENG
6420,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4086612,A26708621,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C124054,false,Multi-glioblastoma-peptide-targeting Autologous Dendritic Cell Vaccine ICT-107,PT,ENG
6421,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4086612,A26704171,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C124054,false,Multi-glioblastoma-peptide-pulsed Autologous DC Vaccine ICT-107,SY,ENG
6422,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4086612,A29942614,PDQ,NONE,false,multi-glioblastoma-peptide-targeting autologous dendritic cell vaccine ICT-107,PT,ENG
6423,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4289949,A29954928,PDQ,NONE,false,TAPA loaded DC vaccine,SY,ENG
6424,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4289949,A29954927,PDQ,NONE,false,autologous tumor-associated peptide antigen-pulsed dendritic cell vaccine,PT,ENG
6425,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4289949,A27368793,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C126797,false,Autologous Tumor-associated Peptide Antigen-pulsed Dendritic Cell Vaccine,PT,ENG
6426,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4289949,A27378988,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C126797,false,Autologous TAPA loaded DC Vaccine,SY,ENG
6427,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4289950,A29945757,PDQ,NONE,false,autologous neuroblastoma lysate/KLH-pulsed DC vaccine,SY,ENG
6428,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4289950,A29933506,PDQ,NONE,false,autologous neuroblastoma lysate/KLH-pulsed dendritic cell vaccine,PT,ENG
6429,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4289950,A27380391,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C127115,false,Autologous Neuroblastoma Lysate/KLH-pulsed Dendritic Cell Vaccine,PT,ENG
6430,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4289950,A27370444,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C127115,false,Autologous Neuroblastoma Lysate/KLH-pulsed DC Vaccine,SY,ENG
6431,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4289950,A29945758,PDQ,NONE,false,keyhole limpet hemocyanin-pulsed dendritic cell vaccine,SY,ENG
6432,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4289950,A27372097,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C127115,false,Keyhole Limpet Hemocyanin-pulsed Dendritic Cell Vaccine,SY,ENG
6433,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4330517,A27943936,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C131287,false,KLH/NY-ESO-1/MART-1 Peptide-pulsed DC Vaccine,SY,ENG
