ID,Label,RXN
VO_0003735,influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Maryland/15/2016 antigen 0.03 MG/ML [Afluria 2018-2019],2050768
VO_0003669,YF-Vax Injectable Suspension,1292827
VO_0003224,pneumococcal capsular polysaccharide type 19F vaccine,854948
VO_0003397,"tetanus toxoid vaccine, inactivated Injectable Solution",374054
VO_0003237,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML [Recombivax],830212
VO_0003963,"Vaxchora 1,200,000,000 UNT per 100 ML Oral Suspension",1812951
VO_0015016,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine Injection",1658069
VO_0003296,Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901625
VO_0004218,Biothrax Injectable Suspension,832681
VO_0003670,"Yellow-Fever Virus Vaccine, 17D-204 strain 4000 UNT/ML [YF-Vax]",804191
VO_0003398,"tetanus toxoid vaccine, inactivated Injectable Suspension",374444
VO_0003242,Hepatitis B Surface Antigen Vaccine Injection [Recombivax],1657683
VO_0004874,Adenovirus Type 4 Vaccine Live Delayed Release Oral Tablet,1099935
VO_0003901,Flublok Quadrivalent 2017-2018 vaccine 0.5 ML Prefilled Syringe,1928362
VO_0003292,Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901626
VO_0004819,Rotarix Oral Liquid Product,1182565
VO_0003998,BOOSTRIX vaccine Injection,1657466
VO_0003957,Vaxchora Oral Product,1812950
VO_0003887,Flublok 2015-2016 Injectable Product,1660928
VO_0003400,"tetanus toxoid vaccine, inactivated Prefilled Syringe",792155
VO_0003243,Hepatitis B Surface Antigen Vaccine Prefilled Syringe [Recombivax],830244
VO_0004879,Adenovirus Type 7 Vaccine Live Delayed Release Oral Tablet,1099939
VO_0000067,Kinrix,801721
VO_0003907,Flublok Quadrivalent 2018-2019 vaccine 0.5 ML Prefilled Syringe,2050382
VO_0003287,Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901627
VO_0004205,BOOSTRIX vaccine Prefilled Syringe,806594
VO_0003888,influenza A virus A/California/7/2009 (H1N1) antigen 0.09 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.09 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML [Flublok 2015-2016],1660926
VO_0004875,Adenovirus Type 4 Vaccine Live 32000 UNT Delayed Release Oral Tablet,1099936
VO_0003720,Afluria 2015-2016 0.5 ML Prefilled Syringe,1661807
VO_0003293,Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901629
VO_0003964,vibrio cholerae CVD 103-HGR strain live antigen 12000000 UNT/ML [Vaxchora],1812947
VO_0003872,COMVAX Injection 0.5 ML Injection,798443
VO_0003891,Flublok 2016-2017 Injectable Product,1803023
VO_0003459,"Hepatitis A Vaccine, Inactivated 50 UNT/ML [Vaqta]",802012
VO_0003726,afluria 2016-2017 vaccine 0.5 ML Prefilled Syringe,1799403
VO_0003288,Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901630
VO_0003809,"FluMist Quadrivalent, 2015-2016 Formula Nasal Spray",1664644
VO_0003892,influenza A virus A/California/7/2009 (H1N1) antigen 0.09 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.09 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML [Flublok 2016-2017],1803021
VO_0003225,pneumococcal capsular polysaccharide type 2 vaccine,854950
VO_0003465,"Hepatitis A Vaccine, Inactivated Prefilled Syringe [Vaqta]",836633
VO_0003732,Afluria 2017-2018 vaccine 0.5 ML Prefilled Syringe,1942132
VO_0003294,Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901632
VO_0004872,Adenovirus Type 4 Vaccine Live Oral Product,1153474
VO_0003590,Fluzone 2017-2018 Injectable Product,1928343
VO_0003895,Flublok 2017-2018 Injectable Product,1928879
VO_0003462,Vaqta Injectable Product,1187568
VO_0003738,Afluria 2018-2019 vaccine 0.5 ML Prefilled Syringe,2050803
VO_0003295,Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901634
VO_0004876,Adenovirus Type 4 Vaccine Live 32000 UNT,1099934
VO_0003592,Fluzone 2017-2018 high-dose vaccine Prefilled Syringe,1928342
VO_0003896,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.09 MG/ML / influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.09 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML [Flublok 2017-2018],1928877
VO_0003944,Cervarix Injectable Product,1167355
VO_0003799,Shingrix vaccine 0.5 ML Injection,1986830
VO_0003290,Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0088 MG/ML,901635
VO_0004877,Adenovirus Type 7 Vaccine Live Oral Product,1153476
VO_0003595,Fluzone 2018-2019 Injectable Product,2050422
VO_0003875,Flublok 2012-2013 Formula Injectable Product,1367004
VO_0003783,FLUCELVAX 2015-2016 vaccine 0.5 ML Prefilled Syringe,1657144
VO_0003945,"Human papillomavirus type 16, L1 capsid protein (residues 2-471) vaccine 0.04 MG/ML / Human papillomavirus type 18, L1 capsid protein (residues 2-472) vaccine 0.04 MG/ML [Cervarix]",1301890
VO_0003680,Fluvirin 2015-2016 vaccine 0.5 ML Prefilled Syringe,1659983
VO_0003291,Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901638
VO_0004881,Adenovirus Type 7 Vaccine Live 32000 UNT,1099938
VO_0003597,Fluzone 2018-2019 high-dose vaccine Prefilled Syringe,2050421
VO_0003877,"Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.09 MG/ML / Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.09 MG/ML / Influenza B virus vaccine, B-Wisconsin-1-2010-like virus 0.09 MG/ML [Flublok 2012-2013 Formula]",1367002
VO_0003951,Ixiaro Injectable Product,1167200
VO_0003686,Fluvirin 2016-2017 vaccine 0.5 ML Prefilled Syringe,1801163
VO_0000082,Pediarix,352877
VO_0003409,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Injection,1657731
VO_0003585,influenza A virus A/California/7/2009 (H1N1) antigen 0.12 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.12 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.12 MG/ML [Fluzone 2016-2017],1801180
VO_0003879,Flublok 2013-2014 Formula Injectable Product,1442209
VO_0003066,Bexsero,1601403
VO_0003952,"Japanese encephalitis virus vaccine Nakayama-NIH strain, inactivated 0.012 MG/ML [Ixiaro]",1300782
VO_0003719,Afluria 2015-2016 Prefilled Syringe,1661805
VO_0015036,"0.5 ML L1 protein, Human papillomavirus type 11 Vaccine 0.08 MG/ML / L1 protein, Human papillomavirus type 16 Vaccine 0.12 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.08 MG/ML / L1 protein, Human papillomavirus type 31 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 33 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 45 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 52 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 58 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 6 Vaccine 0.06 MG/ML Prefilled Syringe [Gardasil 9]",1597103
VO_0003412,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Injection [PedvaxHIB],1657733
VO_0003578,influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluzone 2015-2016],1658703
VO_0003881,"Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.09 MG/ML / Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.09 MG/ML / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.09 MG/ML [Flublok 2013-2014 Formula]",1442207
VO_0003692,Fluvirin 2017-2018 vaccine 0.5 ML Prefilled Syringe,1928982
VO_0003724,Afluria 2016-2017 vaccine Injectable Suspension,1799413
VO_0000084,Pentacel,674453
VO_0004850,Trumenba vaccine 0.5 ML Prefilled Syringe,1593140
VO_0003580,influenza A virus A/California/7/2009 (H1N1) antigen 0.12 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.12 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.12 MG/ML [Fluzone 2015-2016],1658712
VO_0003883,Flublok 2014-2015 Formula Injectable Product,1537520
VO_0003992,INFANRIX vaccine 0.5 ML Injection,1300386
VO_0003855,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML",807220
VO_0003378,"0.5 ML Yellow-Fever Virus Vaccine, 17D-204 strain 2000 UNT/ML Injection [Stamaril]",1876710
VO_0000031,MenHibrix,1437912
VO_0003725,Afluria 2016-2017 vaccine Prefilled Syringe,1799401
VO_0003264,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe [Engerix-B],798428
VO_0003591,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.12 MG/ML / influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.12 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.12 MG/ML [Fluzone 2017-2018],1928341
VO_0003885,"Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.09 MG/ML / Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.09 MG/ML / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.09 MG/ML [Flublok 2014-2015 Formula]",1537518
VO_0003994,INFANRIX vaccine 0.5 ML Prefilled Syringe,1300384
VO_0003856,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML",1361664
VO_0004835,Quadracel vaccine 0.5 ML Injection,1607808
VO_0004860,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y,314725
VO_0003730,Afluria 2017-2018 vaccine Injectable Suspension,1942158
VO_0003267,0.5 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe [Engerix-B],798430
VO_0003596,influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.12 MG/ML / influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.12 MG/ML / influenza B virus B/Maryland/15/2016 antigen 0.12 MG/ML [Fluzone 2018-2019],2050420
VO_0003780,Flucelvax 2015-2016 Injectable Product,1657143
VO_0003697,FLUARIX QUADRIVALENT 2015-2016 vaccine 0.5 ML Prefilled Syringe,1657236
VO_0015013,"Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine",1300464
VO_0004818,"Rotarix, Rotavirus, live attenuated (RV1) G1P[8] Oral Vaccine",805579
VO_0015063,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine,797629
VO_0003731,Afluria 2017-2018 vaccine Prefilled Syringe,1942130
VO_0003265,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection [Engerix-B],1658157
VO_0003934,GARDASIL Injection,1656961
VO_0003781,influenza A virus A/Brisbane/10/2010 (H1N1) antigen 0.03 MG/ML / influenza A virus A/South Australia/55/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Utah/9/2014 antigen 0.03 MG/ML [Flucelvax 2015-2016],1657141
VO_0003075,Gardasil 9,1597095
VO_0003702,FLUARIX QUADRIVALENT 2016-2017 vaccine 0.5 ML Prefilled Syringe,1799123
VO_0003845,"Haemophilus influenzae type b strain 20752, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine",1300806
VO_0015067,Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine,797631
VO_0003736,afluria 2018-2019 vaccine Injectable Suspension,2050771
VO_0003266,0.5 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection [Engerix-B],1658144
VO_0003936,GARDASIL Prefilled Syringe,798277
VO_0003768,Flulaval Quadrivalent 2017-2018 Injectable Product,1928328
VO_0003707,Fluarix Quadrivalent 2017-2018 vaccine 0.5 ML Prefilled Syringe,1928307
VO_0003969,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML",801829
VO_0015069,Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine,797633
VO_0003737,Afluria 2018-2019 vaccine Prefilled Syringe,2050802
VO_0004857,"ACAM2000 smallpox (vaccinia) vaccine, live Injectable Solution",833086
VO_0003081,Trumenba,1593136
VO_0003827,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML [Havrix],798365
VO_0003769,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Flulaval Quadrivalent 2017-2018],1928326
VO_0003712,FLUARIX QUADRIVALENT 2018-2019 vaccine 0.5 ML Prefilled Syringe,2048966
VO_0015017,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine Injectable Product",1160291
VO_0015070,Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine,797635
VO_0004814,Biothrax 0.5 ML Injectable Suspension,832682
VO_0015008,"0.5 ML Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.068 MG/ML Injection [ActHIB]",1300468
VO_0003830,HAVRIX Injection,1658059
VO_0003650,Fluzone Quadrivalent 2018-2019 Injectable Product,2050776
VO_0004867,MENHIBRIX vaccine 0.5 ML Injection,1437916
VO_0003743,Afluria Quadrivalent 2016-2017 Formula 0.5 ML Prefilled Syringe,1858963
VO_0004853,BEXSERO vaccine 0.5 ML Prefilled Syringe,1601407
VO_0004886,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135,314724
VO_0003999,BOOSTRIX vaccine 0.5 ML Injection,1300378
VO_0003987,Adacel 0.5 ML Prefilled Syringe,1300191
VO_0003833,Havrix Prefilled Syringe,798478
VO_0003651,influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Maryland/15/2016 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluzone Quadrivalent 2018-2019],2050774
VO_0003203,"Bordetella pertussis pertactin vaccine, inactivated 0.016 MG/ML",1300380
VO_0003750,Afluria Quadrivalent 2017-2018 vaccine 0.5 ML Prefilled Syringe,1942166
VO_0003902,Flublok Quadrivalent 2017-2018 vaccine Prefilled Syringe,1928349
VO_0015056,"Mumps Virus Vaccine Live, Jeryl Lynn Strain",798372
VO_0004836,Neisseria meningitidis serogroup W-135 oligosaccharide diphtheria CRM197 protein conjugate vaccine,901509
VO_0004206,BOOSTRIX vaccine 0.5 ML Prefilled Syringe,1300370
VO_0003989,Adacel 0.5 ML Injection,1300206
VO_0003807,Flumist Quadrivalent 2016-2017,1801825
VO_0003848,IPOL vaccine Injectable Solution,763106
VO_0003607,Fluzone Quadrivalent 2013-2014 Formula Injectable Product,1427031
VO_0003204,"Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML",1300185
VO_0003756,Afluria Quadrivalent 2018-2019 vaccine 0.5 ML Prefilled Syringe,2050797
VO_0003906,Flublok Quadrivalent 2018-2019 vaccine Prefilled Syringe,2050380
VO_0004837,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine,901507
VO_0003678,Fluvirin 2015-2016 vaccine Injectable Suspension,1657330
VO_0003718,afluria 2015-2016 vaccine Injectable Suspension,1661812
VO_0003608,"Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.03 MG/ML / Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.03 MG/ML / Influenza B virus vaccine, B-Brisbane-60-2008-like virus 0.03 MG/ML / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.03 MG/ML [Fluzone Quadrivalent 2013-2014 Formula]",1427029
VO_0003205,"Bordetella pertussis pertactin vaccine, inactivated 0.005 UNT/ML",1300365
VO_0003788,FLUCELVAX QUADRIVALENT 2016-2017 0.5 ML Prefilled Syringe,1801611
VO_0003991,INFANRIX vaccine Injection,1657878
VO_0004838,Neisseria meningitidis serogroup Y oligosaccharide diphtheria CRM197 protein conjugate vaccine,901511
VO_0003679,Fluvirin 2015-2016 vaccine Prefilled Syringe,1659982
VO_0003814,"FluMist Quadrivalent, 2016-2017 Formula Nasal Spray",1801830
VO_0003356,Typhoid Vaccine Live Ty21a 2000000000 UNT Delayed Release Oral Capsule [Vivotif],762602
VO_0003958,Infanrix Injectable Product,1172748
VO_0003612,Fluzone Quadrivalent 2014-2015 Formula Injectable Product,1537560
VO_0004207,"Bordetella pertussis pertactin vaccine, inactivated 0.005 MG/ML",1300365
VO_0003796,Flucelvax Quadrivalent 2017-2018 vaccine 0.5 ML Prefilled Syringe,1928540
VO_0003993,INFANRIX vaccine Prefilled Syringe,824539
VO_0015058,"Mumps Virus Vaccine Live, Jeryl Lynn Strain Injectable Product",1156380
VO_0004839,Neisseria meningitidis serogroup A oligosaccharide diphtheria CRM197 protein conjugate vaccine,901505
VO_0003684,Fluvirin 2016-2017 vaccine Injectable Suspension,1801157
VO_0003667,YF-VAX 0.5 ML Injection,1658241
VO_0003977,KINRIX vaccine Prefilled Syringe,830556
VO_0003613,"Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.09 MG/ML / Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.09 MG/ML / Influenza B virus vaccine, B-Brisbane-60-2008-like virus 0.09 MG/ML / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.09 MG/ML [Fluzone Quadrivalent 2014-2015 Formula]",1598360
VO_0003206,"Bordetella pertussis toxoid vaccine, inactivated 0.016 MG/ML",1300366
VO_0003762,Flulaval Quadrivalent 2016-2017 vaccine 0.5 Prefilled Syringe,1799106
VO_0003978,KINRIX vaccine 0.5 ML Prefilled Syringe,830557
VO_0015059,"Mumps Virus Vaccine Live, Jeryl Lynn Strain 40000 UNT/ML Injectable Solution",798375
VO_0003685,Fluvirin 2016-2017 vaccine Prefilled Syringe,1801162
VO_0003668,YF-Vax 4000 UNT/ML Injectable Suspension,1292828
VO_0003979,KINRIX vaccine Injection,1657887
VO_0003270,Hepatitis B Surface Antigen Vaccine Injection [Heplisav-B],1994350
VO_0003207,"Bordetella pertussis toxoid vaccine, inactivated 0.05 MG/ML",1300381
VO_0003217,pneumococcal capsular polysaccharide type 11A vaccine,854934
VO_0003772,Flulaval Quadrivalent 2017-2018 vaccine 0.5 ML Prefilled Syringe,1928336
VO_0003980,KINRIX vaccine 0.5 ML Injection,830552
VO_0003690,Fluvirin 2017-2018 vaccine Injectable Suspension,1928974
VO_0003742,Afluria Quadrivalent 2016-2017 Formula Prefilled Syringe,1858961
VO_0015049,"0.5 ML Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 2000 UNT/ML / Mumps Virus Vaccine Live, Jeryl Lynn Strain 25000 UNT/ML / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML Injection [M-M-R II]",804186
VO_0003966,HEPLISAV-B Prefilled Syringe,2050058
VO_0003208,"Bordetella pertussis toxoid vaccine, inactivated 0.005 MG/ML",1300187
VO_0003778,Flulaval Quadrivalent 2018-2019 vaccine 0.5 ML Prefilled Syringe,2048976
VO_0004884,Menomune A/C/Y/W-135 Vaccine 0.5 ML Injection,1658228
VO_0003863,rabies virus vaccine flury-lep strain 2.5 UNT/ML,830458
VO_0003748,Afluria Quadrivalent 2017-2018 vaccine Injectable Suspension,1942173
VO_0015050,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain / Mumps Virus Vaccine Live, Jeryl Lynn Strain / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) Injection [M-M-R II]",1658025
VO_0003238,0.5 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injection [Recombivax],1658155
VO_0003209,"Bordetella pertussis toxoid vaccine, inactivated 0.02 MG/ML",1300307
VO_0003621,Fluzone Quadrivalent 2015-2016 vaccine 0.5 ML Injection,1659748
VO_0003841,PEDIARIX vaccine 0.5 ML Prefilled Syringe,829989
VO_0015053,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 2000 UNT/ML",804180
VO_0003749,Afluria Quadrivalent 2017-2018 vaccine Prefilled Syringe,1942164
VO_0003390,"acellular pertussis vaccine, inactivated",798302
VO_0004883,Menomune A/C/Y/W-135 Vaccine Injection,1658227
VO_0003239,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [Recombivax],830245
VO_0003210,"Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML",1988802
VO_0003624,Fluzone Quadrivalent 2015-2016 vaccine 0.1 ML Prefilled Syringe,1661113
VO_0003674,PedvaxHIB vaccine 0.5 ML Injection,798451
VO_0003300,"L1 protein, Human papillomavirus type 6 Vaccine",798268
VO_0003754,Afluria Quadrivalent 2018-2019 vaccine Injectable Suspension,2050795
VO_0003694,Fluarix Quadrivalent 2015-2016 Injectable Product,1657235
VO_0003241,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injection [Recombivax],1658150
VO_0003352,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML",1300181
VO_0003625,Fluzone Quadrivalent 2015-2016 vaccine 0.25 ML Prefilled Syringe,1659755
VO_0003973,Pentacel vaccine 0.5 ML Injection,805378
VO_0003301,"L1 protein, Human papillomavirus type 11 Vaccine",798262
VO_0003755,Afluria Quadrivalent 2018-2019 vaccine Prefilled Syringe,2050796
VO_0003695,influenza A virus A/Christchurch/16/2010 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluarix Quadrivalent 2015-2016],1657233
VO_0003244,0.5 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [Recombivax],830253
VO_0003386,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.05 MG/ML",1300379
VO_0003626,Fluzone Quadrivalent 2015-2016 vaccine 0.5 ML Prefilled Syringe,1659737
VO_0003565,PNEUMOVAX 23 0.5 ML Injection,1658472
VO_0003302,"L1 protein, Human papillomavirus type 18 Vaccine",798266
VO_0003787,FLUCELVAX QUADRIVALENT 2016-2017 Prefilled Syringe,1801609
VO_0003699,Fluarix Quadrivalent 2016-2017 Injectable Product,1799122
VO_0003460,"0.5 ML Hepatitis A Vaccine, Inactivated 50 UNT/ML Prefilled Syringe [Vaqta]",836636
VO_0003387,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML",1300364
VO_0004216,BACILLUS ANTHRACIS STRAIN V770-NP1-R ANTIGENS 0.1 MG/ML [Biothrax],1799963
VO_0003632,Fluzone Quadrivalent 2016-2017 Formula 0.5 ML Injection,1801189
VO_0003303,"L1 protein, Human papillomavirus type 16 Vaccine",798264
VO_0015019,Engerix-B Injectable Product,1166419
VO_0003794,FLUCELVAX Quadrivalent 2017-2018 Injectable Suspension,1928537
VO_0003700,influenza A virus A/Christchurch/16/2010 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluarix Quadrivalent 2016-2017],1799120
VO_0003463,"1 ML Hepatitis A Vaccine, Inactivated 50 UNT/ML Prefilled Syringe [Vaqta]",836634
VO_0003388,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML",1988801
VO_0003995,Boostrix Injectable Product,1175718
VO_0003635,Fluzone Quadrivalent 2016-2017 vaccine 0.1 ML Prefilled Syringe,1801075
VO_0003574,ProQuad vaccine 0.5 ML Injection,1292443
VO_0003304,"L1 protein, Human papillomavirus type 31 Vaccine",1596930
VO_0003263,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML [Engerix-B],798422
VO_0003795,Flucelvax Quadrivalent 2017-2018 vaccine Prefilled Syringe,1928539
VO_0003466,"Hepatitis A Vaccine, Inactivated Injection [Vaqta]",1658101
VO_0003704,Fluarix Quadrivalent 2017-2018 Injectable Product,1928306
VO_0003374,"Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML",1300183
VO_0003996,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.005 UNT/ML / Bordetella pertussis toxoid vaccine, inactivated 0.016 MG/ML / diphtheria toxoid vaccine, inactivated 5 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML [Boostrix]",1657603
VO_0003636,Fluzone Quadrivalent 2016-2017 vaccine 0.25 ML Prefilled Syringe,1801174
VO_0003854,Typhim Vi 0.5 ML Prefilled Syringe,1486496
VO_0003305,"L1 protein, Human papillomavirus type 33 Vaccine",1596931
VO_0000003,ACAM2000,833083
VO_0003760,FLULAVAL QUADRIVALENT 2016-2017 vaccine Injectable Suspension,1799205
VO_0003946,CERVARIX Prefilled Syringe,867488
VO_0003705,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluarix Quadrivalent 2017-2018],1928304
VO_0003411,0.5 ML Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.265 MG/ML Injection,798447
VO_0003997,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.005 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.016 MG/ML / diphtheria toxoid vaccine, inactivated 5 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML [Boostrix]",1300369
VO_0003637,Fluzone Quadrivalent 2016-2017 vaccine 0.5 ML Prefilled Syringe,1801186
VO_0015003,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe [Twinrix],803371
VO_0003306,"L1 protein, Human papillomavirus type 45 Vaccine",1596932
VO_0004854,smallpox vaccine live vaccinia virus,833079
VO_0003761,Flulaval Quadrivalent 2016-2017 vaccine Prefilled Syringe,1799104
