index,ID,Label,Vaccine Name,Definition,Editor Note,FDA Vaccine Indications,RXN,CVX_Codes
VO_0002867,VO_0002867,Salmonella Typhimurium asd mutant vaccine,,,,,,
VO_0011565,VO_0011565,N. caninum NcDG2 Protein Subunit Vaccine,,,,,,
VO_0001886,VO_0001886,Bovine Rhinotracheitis-Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1121.00),,,,,,
VO_0001770,VO_0001770,Equine Influenza Killed Virus Vaccine (USDA: 1505.20),,,,,,
VO_0002130,VO_0002130,Equine Rhinopneumonitis-Influenza Killed Virus Vaccine (USDA: 1515.24),,,generated using OntoRat,,,
VO_0006072,VO_0006072,SARS-COV-2 COVID-19 Protein Subunit Non-US Vaccine Product (Anhui Zhifei Longcom Biopharmaceutical + Institute of Microbiology Chinese Academy of Sciences),,,,,,['507']
VO_0002036,VO_0002036,Avian Encephalomyelitis-Fowl Pox Live Virus Vaccine (USDA: 10M1.14),,,generated using OntoRat,,,
VO_0004666,VO_0004666,MVA-CHIKV,,,,,,
VO_0003499,VO_0003499,Influenza A (H1N1)-like Virus,,,,,NOT IN RxNorm\nEmpty Parent Term,
VO_0003209,VO_0003209,"Bordetella pertussis toxoid vaccine, inactivated 0.02 MG/ML",,,,,1300307,
VO_0003461,VO_0003461,"0.5 ML Hepatitis A Vaccine, Inactivated 50 UNT/ML Injection [Vaqta]",,,,,1658106,
VO_0011458,VO_0011458,C. muridarum PmpG-1 protein vaccine,,,,,,
VO_0010747,VO_0010747,Varivax III,,,,,,
VO_0002160,VO_0002160,"Newcastle-Bronchitis B1 Type, LaSota Strain, Mass Type, Live Virus Vaccine (USDA: 1771.11)",,,,,,
VO_0002792,VO_0002792,Trichinella spiralis vaccine,,A protozoan vaccine against Trichinella spiralis infection,,,,
VO_0002845,VO_0002845,Francisella tularensis guaA mutant vaccine,,,,,,
VO_0001152,VO_0001152,enterotoxigenic E. coli vaccine,,An E. coli vaccine against enterotoxigenic E. coli infections,,,,
VO_0004426,VO_0004426,Carcinoma DNA vaccine pVAX/E2A,,,,,,
VO_0007270,VO_0007270,Antigen-targeted Personalized Breast Cancer Vaccine,,"An individualized, therapeutic cancer vaccine (IVAC) composed of liposomes containing RNA encoding two or three tumor associated antigens (TAAs) that are specifically expressed in the patient's individual cancer selected from a warehouse (""""off the shelf"""") and p53 RNA, with potential immunostimulatory and antineoplastic activities. Upon administration, the antigen-targeted personalized breast cancer vaccines are translated by antigen presenting cells (APCs) and the expressed protein is presented via major histocompatibility complex (MHC) molecules on the surface of the APCs. This leads to an induction of both cytotoxic T-lymphocyte (CTL) and memory T-cell immune responses against the TAAs. The RNAs in the vaccine are specifically selected for an individual patient after RNA profiling of the patient's tumor.",,,,
VO_0001682,VO_0001682,Fowl Pox Live Virus Vaccine (USDA: 1622.00),,,,,,
VO_0000074,VO_0000074,Mumpsvax,,,,,,['07']
VO_0001553,VO_0001553,Feline Panleukopenia Modified Live Virus Vaccine (USDA: 1561.21),,,,,,
VO_0001211,VO_0001211,African swine fever virus vaccine,,viral vaccine that is used to protect against African swine fever virus infection,,,,
VO_0007295,VO_0007295,Autologous GM-CSF-Secreting Breast Cancer Vaccine,,"An autologous tumor cell vaccine containing irradiated breast cancer cells transfected with the granulocyte macrophage-colony-stimulating factor (GM-CSF) gene with potential antineoplastic activity. Autologous breast cancer cells are transduced ex vivo with an adenovirus vector encoding the GM-CSF gene and irradiated and then reintroduced into the patient. Upon repeated subcutaneous administration of the vaccine, autologous GM-CSF-secreting breast cancer cells secrete GM-CSF, which may stimulate a tumor-specific cytotoxic T-lymphocyte (CTL) response.",,,,
VO_0003074,VO_0003074,Fluzone Quadrivalent - Southern Hemisphere Formulation,,,,,,['158']
VO_0004883,VO_0004883,Menomune A/C/Y/W-135 Vaccine Injection,,,,,1658227,
VO_0003779,VO_0003779,Flucelvax 2015-2016,,,,,1657140,
VO_0005346,VO_0005346,COVID-19 DNA vaccine by the University of Hong Kong and Immuno Cure 3 Limited,,A SARS-CoV-2 DNA vaccine developed by University of Hong Kong and Immuno Cure 3 Limited,,,,
VO_0011555,VO_0011555,Rabies vaccine rVac-N,,,,,,
VO_0005154,VO_0005154,SARS-CoV pCI-N DNA vaccine,,"A plasmid pCI-N, encoding the full-length N gene of SARS-CoV, was constructed and expressed in Escherichia coli DH5alpha",,,,
VO_0004019,VO_0004019,Influenza virus DNA vaccine encoding HA from Influenza B virus (B/Ibaraki/2/85),,,,,,
VO_0011351,VO_0011351,L. infantum HASPB1 protein vaccine,,,,,,
VO_0007219,VO_0007219,Allogeneic Cellular Vaccine 1650-G,,"A pluripotent, allogeneic, tumor cell vaccine composed of irradiated tumor cells from the non-small cell lung cancer (NSCLC) cell line 1650 and the immunoadjuvant recombinant granulocyte-macrophage colony stimulating factor (GM-CSF) (1650-G), with potential immunostimulating and antineoplastic activities. Upon administration, allogeneic cellular vaccine 1650-G may stimulate the immune system to exert a cytotoxic T-lymphocyte (CTL) immune response against tumor-associated antigens (TAAs) expressed on NSCLC cells. GM-CSF potentiates the antitumor immune response. The 1650 cell line is used as a source for TAAs.",,,,
VO_0007139,VO_0007139,rF-MUC1(DF3)/TRICOM Vaccine,,"A fowlpox vaccine containing the tumor-associated antigen mucin-1 (MUC1), found in pancreatic tumor cells, and a TRIad of COstimulatory Molecules (B7-1, ICAM-1 and LFA-3; TRICOM), which is designed to enhance antigen presentation and activation of immune responses critical for tumor destruction. Vaccination with this agent may elicit a host immune response against MUC1-expressing tumor cells.",,,,
VO_0004886,VO_0004886,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135,,,,,314724,
VO_0000670,VO_0000670,EcSf2a-2,,,This vaccine is an aro-D mutant derivative of EcSf2a-1. PMID: 1587589.,,,
VO_0001386,VO_0001386,T. cruzi DNA vaccine encoding CRP-10,,A T. cruzi DNA vaccine that uses a DNA plasmid pGFP expressing T. cruzi CRP-10 protein.,,,,
VO_0001887,VO_0001887,Bovine Rhinotracheitis-Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1121.20),,,,,,
VO_0001771,VO_0001771,Equine Influenza Killed Virus Vaccine (USDA: 1505.21),,,,,,
VO_0002131,VO_0002131,Equine Rhinopneumonitis-Influenza Killed Virus Vaccine (USDA: 1515.26),,,generated using OntoRat,,,
VO_0006073,VO_0006073,SARS-COV-2 COVID-19 Protein Subunit Non-US Vaccine Product (Anhui Zhifei Longcom Zifivax),,,,,,['513']
VO_0002037,VO_0002037,Avian Encephalomyelitis-Fowl Pox Live Virus Vaccine (USDA: 10M1.40),,,,,,
VO_0004491,VO_0004491,Sindbis virus DNA vaccine encoding E2,,,,,,
VO_0003500,VO_0003500,Influenza A (H3N2)-like Virus,,,,,NOT IN RxNorm\nEmpty Parent Term,
VO_0003210,VO_0003210,"Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML",,,,,1988802,
VO_0003947,VO_0003947,CERVARIX 0.5 ML Prefilled Syringe,,,,,1301891,
VO_0005503,VO_0005503,vaccine for disease,,a grouping class for vaccines for specific diseases,,,,
VO_0011522,VO_0011522,C. muridarum DNA vaccine encoding TC0757,,,,,,
VO_0002161,VO_0002161,"Newcastle-Bronchitis B1 Type, LaSota Strain, Mass Type, Live Virus Vaccine (USDA: 1771.12)",,,,,,
VO_0000950,VO_0000950,Salmonella typhi-Hepatitis A vaccine,,,,,,
VO_0000925,VO_0000925,Babesia bovis vaccine,,,Infected blood from splenectomized calves,,,
VO_0002846,VO_0002846,Francisella tularensis guaB mutant vaccine,,,,,,
VO_0001155,VO_0001155,Shiga toxin-producing E. coli vaccine,,An E. coli vaccine against Shiga toxin-producing E. coli (STEC) infections,,,,
VO_0007291,VO_0007291,Autologous Dinitrophenyl-Modified Ovarian Cancer Vaccine,,"A cancer vaccine consisting of autologous ovarian cancer cell peptide antigens conjugated to the hapten 2,4-dinitrophenol (DNP) with potential immunostimulating and antineoplastic activities. Administration of autologous dinitrophenyl-modified ovarian cancer vaccine may induce a cytotoxic T-lymphocyte (CTL) response against ovarian cancer cells. DNP conjugation may enhance the immunogenicity of weakly immunogenic antigens.",,,,
VO_0001216,VO_0001216,Lymphocytic choriomeningitis mammarenavirus vaccine,,A viral vaccine that protects against infection with Lymphocytic choriomeningitis mammarenavirus,,,,
VO_0000071,VO_0000071,Menactra,"Meningococcal (Groups A, C, Y and W-135) Polysaccharide Diphtheria Toxoid Conjugate Vaccine","Menactra, Meningococcal (Groups A, C, Y and W-135) Polysaccharide Diphtheria Toxoid Conjugate Vaccine, is indicated for active immunization to prevent invasive meningococcal disease caused by Neisseria meningitidis serogroups A, C, Y and W-135.",,"Active immunization of individuals 9 months through 55 years of age for the prevention of invasive meningococcal disease caused by Neisseria meningitidis serogroups A, C, Y and W-135.",,['114']
VO_0001554,VO_0001554,Feline Panleukopenia Modified Live Virus Vaccine (USDA: 1561.23),,,generated using OntoRat,,,
VO_0000604,VO_0000604,Mycoplasma vaccine,,a bacterial vaccine against Mycoplasma bacterial infection,,,,
VO_0005427,VO_0005427,lymphoma vaccine,,A cancer vaccine that is used against lymphoma.,,,,
VO_0007296,VO_0007296,Autologous GM-CSF-secreting Lethally Irradiated Colorectal Cancer Cell Vaccine,,"A lethally irradiated, autologous colorectal cancer vaccine consisting of patient-specific colorectal cancer cells genetically modified to secrete the cytokine granulocyte-macrophage colony stimulating factor (GM-CSF), with potential immunostimulating and antineoplastic activities. Upon vaccination, the autologous GM-CSF-secreting lethally irradiated colorectal cancer cell vaccine releases GM-CSF. In turn, GM-CSF may increase the body's immune response against tumor cells by promoting the maturation and activation of dendritic cells (DCs), and enhancing tumor-specific antigen presentation to both B- and T-cells, which leads to better recognition of tumors by the immune system. In addition, GM-CSF promotes antibody-dependent cellular cytotoxicity (ADCC), and increases interleukin-2-mediated lymphokine-activated killer cell function.",,,,
VO_0003083,VO_0003083,"Influenza A (H5N1) Virus Monovalent Vaccine, Adjuvanted by GSK",,,,,,['160']
VO_0004885,VO_0004885,Menomune A/C/Y/W-135 Vaccine Injectable Solution,,,,,207269,
VO_0003693,VO_0003693,Fluarix Quadrivalent 2015-2016,,,,,1657232,
VO_0005393,VO_0005393,Almansour-001,,A SARS-CoV-2 DNA vaccine developed by Imam Abdulrahman Bin Faisal University.,,,,
VO_0004187,VO_0004187,Measles Virus vaccine VEE/SIN-H,,,,,,
VO_0011486,VO_0011486,SARS Subunit Spike Protein Vaccine,,,,,,
VO_0004020,VO_0004020,Influenza virus DNA vaccine encoding HA from Influenza A virus (A/Thailand/1(KAN-1)/2004(H5N1)),,,,,,
VO_0004199,VO_0004199,L. amazonensis CP Protein Vaccine,,,,,,
VO_0007269,VO_0007269,Anti-PRAME Immunotherapeutic GSK2302032A Vaccine,,"An immunotherapeutic agent targeting the tumor-associated antigen (TAA), preferentially expressed antigen of melanoma (PRAME), with potential antineoplastic activity.",,,,
VO_0007144,VO_0007144,Primary Prostate Cancer Tissue/hTERT/Survivin mRNA-loaded Autologous Dendritic Cell Vaccine,,"An autologous dendritic cell (DCs) vaccine targeting prostate cancer with immunostimulating activity. The autologous DC vaccine is prepared via transfecting DCs with mRNAs extracted from primary prostate cancer tissue, and mRNAs of human telomerase reverse transcriptase (hTERT) and survivin. Upon administration, this DC vaccine may elicit a potent cytotoxic T-cell (CTL) response against prostate cancer cells, resulting in tumor cell death. Both hTERT and survivin are essential in neoplastic growth, and are considered to be universal tumor antigens.",,,,
VO_0004836,VO_0004836,Neisseria meningitidis serogroup W-135 oligosaccharide diphtheria CRM197 protein conjugate vaccine,,,,,901509,
VO_0011387,VO_0011387,NP-VRP,,An Ebola virus vaccine that is composed of VEE replicon particle (VRP) encoding Ebola virus NP protein.,,,,
VO_0000672,VO_0000672,heat-killed virulent Shigella flexneri 2a,,,,,,
VO_0001888,VO_0001888,Bovine Rhinotracheitis-Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1121.21),,,generated using OntoRat,,,
VO_0001772,VO_0001772,Equine Influenza Killed Virus Vaccine (USDA: 1505.24),,,generated using OntoRat,,,
VO_0002132,VO_0002132,Equine Rhinopneumonitis-Influenza Killed Virus Vaccine (USDA: 1515.27),,,generated using OntoRat,,,
VO_0015019,VO_0015019,Engerix-B Injectable Product,,,,,1166419,
VO_0002443,VO_0002443,Fowl Pox-Laryngotracheitis Vaccine,,,,,,
VO_0004493,VO_0004493,IPNV DNA vaccine pEGFP-N1-SegA and pEGFP-N1-VP2,,,,,,
VO_0003501,VO_0003501,Influenza A (H3N2) Virus Vaccine,,,,,NOT IN RxNorm\nEmpty Parent Term,
VO_0003352,VO_0003352,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML",,,,,1300181,
VO_0003954,VO_0003954,0.5 ML Ixiaro 0.012 MG/ML Prefilled Syringe,,,,,1300783,
VO_0011524,VO_0011524,C. muridarum DNA vaccine encoding TC0767/768,,,,,,
VO_0010748,VO_0010748,ViVaxim,,,todo: assign parent immunogen: Typh-I + (HA),,,
VO_0002162,VO_0002162,"Newcastle-Bronchitis B1 Type, LaSota Strain, Mass & Conn Types, Live Virus Vaccine (USDA: 1771.14)",,,,,,
VO_0002847,VO_0002847,Francisella tularensis IglB mutant vaccine,,,,,,
VO_0001157,VO_0001157,E. coli O157 vaccine,,,,,,
VO_0004427,VO_0004427,B-cell lymphoma DNA vaccine VCL-1642.XXX encoding a chimeric immunoglobulin molecule onsisting of tumor-specific variable (Id) regions,,,,,,
VO_0007330,VO_0007330,Berzofsky Ras/P53 Peptide Vaccine,,"A synthetic vaccine combining the peptide antigens of two proteins, ras oncoprotein and tumor suppressor p53",,,,
VO_0000072,VO_0000072,Menomune A C Y W135,"Meningococcal Polysaccharide Vaccine, Groups A, C, Y, W-135 Combined",,,"For active immunization against invasive meningococcal disease caused by Neisseria meningiditis serogroups A, C, Y, and W-135. Menomune – A/C/Y/W-135 vaccine is approved for use in persons 2 years of age and older.",,['32']
VO_0001558,VO_0001558,Bovine Respiratory Syncytial Virus Killed Virus Vaccine (USDA: 1095.20),,,,,,
VO_0000949,VO_0000949,Mycoplasma gallisepticum vaccine,,a bacterial vaccine against Mycoplasma gallisepticum infection,,,,
VO_0007297,VO_0007297,Autologous GM-CSF-Secreting Lethally Irradiated Leukemia Cell Vaccine,,"An autologous cancer vaccine composed of lethally irradiated leukemia cells that are genetically modified to secrete the immunostimulatory cytokine granulocyte-macrophage colony-stimulating factor (GM-CSF), with potential immunostimulating and antineoplastic activities. Upon intradermal injection, the autologous GM-CSF-secreting lethally irradiated leukemia cell vaccine secretes GM-CSF. In turn, GM-CSF may stimulate the immune system to attack tumor cells by enhancing the activation of dendritic cells (DCs) and promoting antigen presentation to both B- and T-lymphocytes. In addition, GM-CSF promotes antibody-dependent cellular cytotoxicity (ADCC), and increases interleukin-2-mediated lymphokine-activated killer cell function.",,,,
VO_0003084,VO_0003084,Influenza A (H1N1) 2009 Monovalent Vaccine (GlaxoSmithKline),,,,,,
VO_0003839,VO_0003839,"acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML [PEDIARIX]",,,,,829972,
VO_0003698,VO_0003698,Fluarix Quadrivalent 2016-2017,,,,,1799119,
VO_0005418,VO_0005418,authorized COVID-19 virus-like particle vaccine,,,,,,
VO_0004741,VO_0004741,ALVAC-MV-HA/F,,,,,,
VO_0004905,VO_0004905,MERS-CoV S protein with alum and CpG adjuvant,,,,,,
VO_0004021,VO_0004021,Influenza virus DNA vaccine encoding HA from Influenza A virus (A/equine/Kentucky/1/1981(H3N8)),,,,,,
VO_0011349,VO_0011349,L. amazonensis DNA vaccine encoding WD protein,,,,,,
VO_0000372,VO_0000372,profertility vaccine,,A vaccine that is used to improve conception.,,,,
VO_0007434,VO_0007434,Globo H-DT Vaccine OBI-833,,"A carbohydrate-based vaccine comprised of the Globo H hexasaccharide 1 (Globo H) antigen conjugated to DT-CRM197, a non-toxic, mutated form of diphtheria toxin (DT), with potential immunostimulating and antineoplastic activities. Upon administration of Globo H-DT vaccine OBI-833, the carbohydrate antigen Globo H may stimulate a cytotoxic T-lymphocyte (CTL) response against Globo H-expressing tumor cells, thereby decreasing tumor cell proliferation. The hexasaccharide Globo H is a tumor-associated antigen (TAA) commonly found on a variety of tumor cells. DT-CRM197, also called diphtheria toxin cross-reacting material 197, is used to increase the immunogenicity of the Globo H carbohydrate antigen.",,,,
VO_0007146,VO_0007146,Prostate Cancer Vaccine ONY-P1,,"A cell-based vaccine derived from prostate cancer with potential immunopotentiating and antineoplastic activities. Prostate cancer vaccine ONY-P1 is derived from three irradiated allogeneic prostate cancer cell lines that represent different stages of prostate cancer and express a broad range of prostate and prostate cancer antigens. Upon administration, this vaccine may stimulate a host immune response against prostate cancer cells; in the vaccination schedule, the first two vaccinations are co-administered with bacillus Calmette-Guerin (BCG) as an adjuvant.",,,,
VO_0004837,VO_0004837,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine,,,,,901507,
VO_0001387,VO_0001387,T. cruzi DNA vaccine encoding G2,,A T. cruzi DNA vaccine that uses a DNA plasmid pGFP expressing T. cruzi G2 protein.,,,,
VO_0000780,VO_0000780,GP-VRP,,,An Ebola virus vaccine that is composed of VEE replicon particle (VRP) encoding Ebola virus GP protein.,,,
VO_0000673,VO_0000673,Shigella Sfl 124 vaccine,,,,,,
VO_0001889,VO_0001889,Bovine Rhinotracheitis-Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1121.24),,,generated using OntoRat,,,
VO_0001773,VO_0001773,Equine Influenza Killed Virus Vaccine (USDA: 1505.25),,,generated using OntoRat,,,
VO_0002133,VO_0002133,Equine Rhinopneumonitis-Influenza Killed Virus Vaccine (USDA: 1515.2A),,,,,,
VO_0003263,VO_0003263,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML [Engerix-B],,,,,798422,
VO_0004529,VO_0004529,Hepatitis D DNA vaccine pcDNA3p27/Ad5F35p27,,,,,,
VO_0002327,VO_0002327,avian encephalomyelitis-fowl pox-laryngotracheitis vaccine,,,,,,
VO_0003519,VO_0003519,Influenza B Virus Vaccine,,,,,NOT IN RxNorm\nEmpty Parent Term,
VO_0003386,VO_0003386,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.05 MG/ML",,,,,1300379,
VO_0003842,VO_0003842,"poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML",,,,,763097,
VO_0011533,VO_0011533,C. muridarum DNA vaccine encoding TC0439,,,,,,
VO_0000126,VO_0000126,live attenuated vaccine organism,,a vaccine organism that is live and attenuated,,,,
VO_0002163,VO_0002163,"Newcastle-Bronchitis B1 Type, LaSota Strain, Mass & Conn Types, Live Virus Vaccine (USDA: 1771.17)",,,,,,
VO_0000909,VO_0000909,Theileria annulata vaccine,,,,,,
VO_0001151,VO_0001151,Piscirickettsia salmonis vaccine,,bacterial vaccine that is used to protect against Piscirickettsia salmonis infection,,,,
VO_0002849,VO_0002849,Francisella tularensis purMCD mutant vaccine,,,,,,
VO_0004144,VO_0004144,E. coli heat-labile enterotoxin B-subunit (LB-T) Vaccine,,,,,,
VO_0004428,VO_0004428,Colorectal cancer DNA vaccine pCEA/HBsAg encoding carcinoembryonic antigen and hepatitis B surface antigen,,,,,,
VO_0007349,VO_0007349,CAP-2 (CEA Peptide 9-mer) Vaccine,,,,,,
VO_0001702,VO_0001702,Mycoplasma Gallisepticum Live Culture Vaccine (USDA: 1751.00),,,,,,
VO_0000078,VO_0000078,Mycobax,,,"Mycobax is a BCG vaccine that is made by Sanofi Pasteur, Ltd.
Ref: http://www.biopharma.com/cgi/full6.lasso?Key=412.65916",,,['19']
VO_0001559,VO_0001559,Bovine Respiratory Syncytial Virus Killed Virus Vaccine (USDA: 1095.21),,,,,,
VO_0007298,VO_0007298,Autologous Heat-Shock Protein 70 Peptide Vaccine AG-858,,"A recombinant cancer vaccine made with tumor-derived heat shock protein 70 (HSP70) peptide complexes. HSP70 associates with antigenic peptides, transporting them into antigen presenting cells (APC) for processing. Tumor-derived HSP70-peptide complexes used in vaccine preparations have been shown to prime tumor immunity and tumor-specific T cells in animal models.",,,,
VO_0003122,VO_0003122,Certiva,,"A vaccine against diphtheria, tetanus, and pertussis.",,,,
VO_0003840,VO_0003840,PEDIARIX vaccine Prefilled Syringe,,,,,829988,
VO_0003703,VO_0003703,Fluarix Quadrivalent 2017-2018,,,,,1928303,
VO_0005094,VO_0005094,RBD-HBsAg VLP,,A SARS-CoV-2 virus-like particle vaccine that contains the Receptor Binding Domain (RBD) of the SARS-CoV-2 spike (S) protein and is adjuvanted with aluminum.,,,,
VO_0011422,VO_0011422,Measles Virus vaccine VEE/SIN-H+F,,,,,,
VO_0005111,VO_0005111,MERS-CoV S vaccine adjuvanted with CpG and Alum,,A MERS subunit vaccine that has a combined adjuvant of aluminum hydroxide and CpG oligodeoxynucleotides.,,,,
VO_0004167,VO_0004167,Influenza virus DNA vaccine encoding HA of Equine influenza virus H3N8,,,,,,
VO_0011354,VO_0011354,L. amazonensis DNA vaccine encoding GP46,,,,,,
VO_0000400,VO_0000400,prime-boost vaccine,,a vaccine that contains one vaccine for priming and at least one other vaccine for boosting. ,,,,
VO_0007461,VO_0007461,GVAX Lung Cancer Vaccine,,"This is an autologous lung cancer vaccine consisting of patient-specific lung cancer cells genetically modified to secrete granulocyte-macrophage colony stimulating factor (GM-CSF), an immunostimulatory cytokine (NCIT_C1979). GM-CSF modulates the proliferation and differentiation of a variety of hematopoietic progenitor cells with some specificity towards stimulation of leukocyte production and may reverse treatment-induced neutropenias.",,,,
VO_0007147,VO_0007147,Prostate Tumor Antigen-activated Autologous Dendritic Cell Vaccine,,"A dendritic cell (DC)-based cancer vaccine composed of autologous dendritic cells (DCs) activated with a prostate tumor cell lysate containing tumor-associated antigens (TAAs) with potential immunostimulatory and antineoplastic activities. Upon administration, the prostate tumor antigen-activated autologous DC vaccine may stimulate an anti-tumoral cytotoxic T-lymphocyte (CTL) response against prostate cancer cells expressing prostate tumor cell-specific antigens, which may result in prostate tumor cell lysis.",,,,
VO_0004838,VO_0004838,Neisseria meningitidis serogroup Y oligosaccharide diphtheria CRM197 protein conjugate vaccine,,,,,901511,
VO_0001388,VO_0001388,T. cruzi DNA vaccine encoding G4,,A T. cruzi DNA vaccine that uses a DNA plasmid pGFP expressing T. cruzi G4 protein.,,,,
VO_0000781,VO_0000781,VRP expressing VP24,,An Ebola virus vaccine that is composed of VEE replicon particle (VRP) encoding Ebola virus VP24 protein.,,,,
VO_0000682,VO_0000682,S. flexneri 2a LPS vaccine complexed with N. meningitidis proteosomes,,,,,,
VO_0003444,VO_0003444,vaccine foreign to USA,,"This term was used by the USA VAERS system to indicate the source, which is foreign to USA here, of the vaccine.",,,,
VO_0001890,VO_0001890,Bovine Rhinotracheitis-Parainfluenza 3 Modified Live Virus Vaccine (USDA: 1121.31),,,generated using OntoRat,,,
VO_0001774,VO_0001774,Equine Influenza Killed Virus Vaccine (USDA: 1505.28),,,,,,
VO_0000003,VO_0000003,ACAM2000,"Smallpox (Vaccinia) Vaccine, Live",,,Active immunization against smallpox disease for persons determined to be at high risk for smallpox infection.,833083,['75']
VO_0002038,VO_0002038,"Avian Encephalomyelitis-Fowl Pox-Laryngotracheitis Live Virus, Live Fowl Pox Vector Vaccine (USDA: 10S1.R0)",,,,,,
VO_0002447,VO_0002447,Mareks Disease-Newcastle Disease Vaccine,,,,,,
VO_0004323,VO_0004323,Murine cytomegalovirus DNA vaccine pcDNA-89 encoding pp89,,,,,,
VO_0003520,VO_0003520,Influenza B-like Virus,,,,,NOT IN RxNorm\nEmpty Parent Term,
VO_0003387,VO_0003387,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML",,,,,1300364,
VO_0003843,VO_0003843,"poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML",,,,,763099,
VO_0011534,VO_0011534,C. muridarum DNA vaccine encoding TC0512,,,,,,
VO_0000368,VO_0000368,live vaccine organism,,a vaccine organism that is live,,,,
VO_0002164,VO_0002164,"Newcastle-Bronchitis B1 Type, LaSota Strain, Mass Type, Live Virus Vaccine (USDA: 1771.18)",,,,,,
VO_0002850,VO_0002850,Francisella tularensis purF mutant vaccine,,,,,,
VO_0004145,VO_0004145,Shiga Toxin 2 B Subunit Vaccine,,,,,,
VO_0004429,VO_0004429,B16 melanoma DNA vaccine pSin-hTRP-1 encoding TRP-1,,,,,,
VO_0007350,VO_0007350,CAP-3 (CEA Peptide 9-mer) Vaccine,,,,,,
VO_0001703,VO_0001703,Mycoplasma Gallisepticum Live Culture Vaccine (USDA: 1751.01),,,generated using OntoRat,,,
VO_0000081,VO_0000081,Influenza A (H1N1) 2009 Monovalent Vaccine (Novartis),Influenza A (H1N1) 2009 Monovalent Vaccine,,,Active immunization of persons 4 years of age and older against influenza disease caused by pandemic (H1N1) 2009 virus.,,
VO_0001561,VO_0001561,Bovine Rhinotracheitis Killed Virus Vaccine (USDA: 1105.20),,,generated using OntoRat,,,
VO_0007299,VO_0007299,Autologous HNSCC DNA-transfected Semi-allogeneic Fibroblasts MRC-5 Vaccine,,"A vaccine consisting of lethally irradiated human fetal lung fibroblasts (Medical Research Council 5 or MRC-5) transfected with autologous tumor DNA derived from a head and neck squamous cell carcinoma (HNSCC), with potential immunostimulatory and antineoplastic activities. Upon intradermal administration, the autologous HNSCC DNA-transfected semi-allogeneic fibroblasts MRC-5 vaccine expresses HNSCC tumor-associated antigens (TAAs), which may activate the immune system to induce a cytotoxic T-lymphocyte (CTL) response against HNSCC cells. The MRC-5 cell line, established in 1966, is a human diploid lung fibroblast cell line derived from the human lung tissue of a 14-week-old male fetus.",,,,
VO_0003129,VO_0003129,BCG Vaccine SSI,,Pharmacotherapeutic group (ATC code): J 07 AN 01.,,,,
VO_0003673,VO_0003673,PedvaxHIB vaccine Injection,,,,,1657733,
VO_0003708,VO_0003708,Fluarix Quadrivalent 2018-2019,,,,,2048962,
VO_0005238,VO_0005238,VBI-2902a,,A SARS-CoV-2 virus-like particle vaccine that expresses a modified version of the SARS-CoV-2 spike (S) glycoprotein and is equipped with an aluminum phosphate adjuvant. It is manufactured by VBI Vaccines Inc. and is delivered intramuscularly.,,,,
VO_0011535,VO_0011535,Measles Virus Vaccine VVN,,,,,,
VO_0005112,VO_0005112,Inactivated whole MERS-CoV (IV) vaccine with CpG and Alum,,A MERS inactivated whole virus vaccine that has a combined adjuvant that has a combined adjuvant of aluminum hydroxide and CpG oligodeoxynucleotides.,,,,
VO_0004168,VO_0004168,Recombinant vesicular stomatitis virus encoding HA from Influenza A virus (A/WSN/1933(H1N1)),,,,,,
VO_0011355,VO_0011355,L. amazonensis M2 protein vaccine,,,,,,
VO_0000455,VO_0000455,prophylactic vaccine,,a vaccine that is used for prevention against a disease.,,,,
VO_0007467,VO_0007467,GVAX Cancer Vaccine,,"GVAX cancer vaccines are autologous cell vaccines comprised of tumor cells which have been irradiated and genetically modified to secrete granulocyte-macrophage colony stimulating factor (GM-CSF), a hormone which plays a key role in stimulating the body's immune response to vaccines.",,,,
