,ID,VO_STR,RXN
2867,VO_0002336,Bovine Rhinotracheitis Vaccine-Leptospira Pomona Bacterin,
2868,VO_0002892,Salmonella Typhimurium hfq mutant vaccine,
2869,VO_0011454,Dengue DNA Vaccine encoding NS1 Protein,
2870,VO_0005127,Viral-like-particle S-MHV SARS vaccine,
2871,VO_0007635,MAGE-A12:170-178 vaccine,
2872,VO_0007103,Recombinant Vaccinia-gp100:209-217 Vaccine,
2873,VO_0011386,A. salmonicida live-attenuated vaccine encoding AroA,
2874,VO_0003365,Neisseria meningitidis serogroup B strain NZ98/254 outer membrane vesicle 0.05 MG/ML,1601400
2875,VO_0001229,Schistosoma japonicum vaccine,
2876,VO_0001743,Canine Coronavirus Killed Virus Vaccine (USDA: 14P5.20),
2877,VO_0002086,"Bursal Disease-Newcastle Disease-Reovirus Standard & Variant, Killed Virus Vaccine (USDA: 12P5.40)",
2878,VO_0005335,SII B.1.617.2,
2879,VO_0011505,WEEV DNA Vaccine encoding 6K-E1 Protein,
2880,VO_0002027,Bovine Virus Diarrhea Modified Live Virus Vaccine-Leptospira Pomona Bacterin (USDA: 4599.00),
2881,VO_0002936,Yersinia enterocolitica htrA mutant vaccine,
2882,VO_0001173,pTargeTomp31,
2883,VO_0003634,Fluzone Quadrivalent 2016-2017 vaccine Prefilled Syringe,1801073
2884,VO_0006019,Historical record of a typhus vaccination,
2885,VO_0002148,"Newcastle-Bronchitis B1 Type, B1 Strain, Mass Type, Live Virus Vaccine (USDA: 1761.11)",
2886,VO_0010729,Neisvac-C,
2887,VO_0000509,nontypeable H. influenzae P5 peptide MVF/H3 vaccine,
2888,VO_0011527,C. abortus DNA vaccine encoding CAB613,
2889,VO_0002998,West Nile virus C protein mutant vaccine,
2890,VO_0001751,Neospora Caninum Killed Protozoa Vaccine (USDA: 1N11.00),
2891,VO_0007189,12MP Vaccine,
2892,VO_0001672,Fowl Laryngotracheitis Modified Live Virus Vaccine (USDA: 1601.02),
2893,VO_0005447,rabies immune globulin,
2894,VO_0001508,Feline immunodeficiency virus vaccine,
2895,VO_0004373,Leishmania major DNA vaccine KMP-11,
2896,VO_0005499,hepatocellular carcinoma vaccine,
2897,VO_0002316,"Porcine Circovirus Type 2, Killed Baculovirus Vector Vaccine- Mycoplasma Hyopneumoniae Bacterin (USDA: 49K5.R1)",
2898,VO_0003936,GARDASIL Prefilled Syringe,798277
2899,VO_0001370,formalin-killed vaccine,
2900,VO_0005165,AG0301-COVID19,
2901,VO_0002335,Bovine Rhinotracheitis Vaccine-Leptospira Hardjo-Pomona Bacterin,
2902,VO_0002893,Salmonella Typhimurium htrA mutant vaccine,
2903,VO_0011455,Dengue Vaccine using Vaccinia Virus expressing M Protein,
2904,VO_0005128,UV-Inactivated SARS + TLR agonist vaccine,
2905,VO_0001091,Poulvac FluFend I AI H5N3 RG,
2906,VO_0007636,MAGE-A3 + AS15 vaccine,
2907,VO_0007104,Recombinant Vaccinia-Mgp100 Vaccine,
2908,VO_0002799,Aeromonas hydrophila aroA mutant vaccine,
2909,VO_0003369,Neisseria meningitidis serogroup B recombinant LP2086 B01 protein variant antigen 0.12 MG/ML,1593131
2910,VO_0001744,Canine Coronavirus Killed Virus Vaccine (USDA: 14P5.21),
2911,VO_0002087,"Bursal Disease-Newcastle Disease-Reovirus Standard & Variant, Killed Virus Vaccine (USDA: 12P5.41)",
2912,VO_0005338,SCTV01C,
2913,VO_0011506,WEEV Subunit E2 Protein Vaccine,
2914,VO_0002326,avian encephalomyelitis-fowl pox vaccine,
2915,VO_0002937,Yersinia enterocolitica ompR mutant vaccine,
2916,VO_0003096,Ditanrix,
2917,VO_0003642,Fluzone Quadrivalent 2017-2018 vaccine Injection,1928315
2918,VO_0011388,Rickettsia rickettsii vaccine using M. vaccae expressing R. rickettsii OmpA Protein,
2919,VO_0002149,"Newcastle-Bronchitis B1 Type, B1 Strain, Mass Type, Live Virus Vaccine (USDA: 1761.12)",
2920,VO_0000510,nontypeable H. influenzae rTbpB vaccine,
2921,VO_0004240,Synthetic OMP1 Vaccine,
2922,VO_0004211,West Nile Virus DNA Vaccine (USDA: 1995.D0),
2923,VO_0007190,"12MP, 12MP/Tet, 12MP/6MHP, or 6MHP Vaccine",
2924,VO_0012165,Infectious Hematopoietic Necrosis Virus vaccine,
2925,VO_0001673,Fowl Laryngotracheitis Modified Live Virus Vaccine (USDA: 1601.11),
2926,VO_0005448,"respiratory syncytial virus immune globulin passive vaccine, intravenous",
2927,VO_0001542,Feline immunodeficiency virus Killed Virus Vaccine (USDA: 15A5.21),
2928,VO_0003550,Alphaproteobacteria vaccine,
2929,VO_0007440,HCV DNA Vaccine INO-8000,
2930,VO_0002442,Infectious Salmon Anemia Virus Vaccine-Aeromonas Salmonicida-Vibrio Anguillarum-Ordalii-Salmonicida Bacterin,
2931,VO_0003827,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML [Havrix],798365
2932,VO_0003195,Acetone-Dried Typhoid Vi Polysaccharide vaccine,
2933,VO_0005170,GX-19,
2934,VO_0002334,Bovine Rhinotracheitis Vaccine-Leptospira Grippotyphosa-Hardjo-Pomona Bacterin,
2935,VO_0002895,Salmonella Typhimurium IppA/IppB/msbB,
2936,VO_0004630,AdC68- rabies virus glycoprotein,
2937,VO_0005129,UV-Inactivated SARS vaccine,
2938,VO_0001247,AREPANRIX H1N1,
2939,VO_0007637,MAGE-A3-genetically modified lymphocyte vaccine,
2940,VO_0007105,Recombinant Vaccinia-Multiepitope Melanoma Peptides-B7.1-B7.2 Vaccine,
2941,VO_0004606,Aeromonas hydrophila LSA34 vector vaccine WED/pUTDgap,
2942,VO_0003350,meningococcal group B vaccine Prefilled Syringe,1593133
2943,VO_0001120,Bovilis Neoguard,
2944,VO_0002088,"Bursal Disease-Newcastle Disease-Reovirus Standard & Variant, Killed Virus Vaccine (USDA: 12P5.E0)",
2945,VO_0005343,COVID-19 subunit vaccine by PT Bio Farma,
2946,VO_0000954,Intervet Avian Influenza virus vaccine,
2947,VO_0004419,H. rhabdovirus DNA vaccine pHRV-G encoding HIRRV and VHSV G proteins,
2948,VO_0002328,avian encephalomyelitis-fowl pox-Mycoplasma gallisepticum vaccine,
2949,VO_0002938,Yersinia enterocolitica sodA mutant vaccine,
2950,VO_0003116,TD-Rix,
2951,VO_0003644,Fluzone Quadrivalent 2017-2018 vaccine Injectable Suspension,1928356
2952,VO_0011389,Rickettsia DNA Vaccine encoding OmpB Protein boosted with Recombinant OmpB,
2953,VO_0010730,Pediacel,
2954,VO_0002150,"Newcastle-Bronchitis B1 Type, B1 Strain, Conn Type, Live Virus Vaccine (USDA: 1761.13)",
2955,VO_0000558,recombinant nontypeable H. influenzae protein P6 with AdDP,
2956,VO_0004554,C. trachomatis DNA vaccine pWRG7079::MOMP,
2957,VO_0004415,West Nile virus DNA vaccine pCBWN encoding prM and E,
2958,VO_0007191,27-35(27L):MART-1 Peptide Vaccine,
2959,VO_0000025,Brucella vaccine,
2960,VO_0001674,Fowl Laryngotracheitis Modified Live Virus Vaccine (USDA: 1601.13),
2961,VO_0000433,vaccinia virus vaccine,
2962,VO_0001543,Feline immunodeficiency virus Killed Virus Vaccine (USDA: 15A5.23),
2963,VO_0007448,HPV DNA plasmids therapeutic vaccine VGX-3100,
2964,VO_0002320,Infectious Salmon Anemia Virus Killed Virus Vaccine-Aeromonas Salmonicida-Vibrio Anguillarum-Ordalii-Salmonicida Bacterin (USDA: 4A45.20),
2965,VO_0003830,HAVRIX Injection,1658059
2966,VO_0003268,Infanrix Quinta,
2967,VO_0005172,INO-4800,
2968,VO_0002333,Bovine Rhinotracheitis Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae- Pomona Bacterin,
2969,VO_0002897,Salmonella Typhimurium IppB/msbB mutant vaccine,
2970,VO_0004639,ALVAC-rabies,
2971,VO_0005131,VRP-SARS-N vaccine,
2972,VO_0001248,Intanza,
2973,VO_0007638,MCMV-TRP2 vaccine,
2974,VO_0007106,Recombinant Vaccinia-TRP1 Vaccine,
2975,VO_0004811,Recombinant Aeromonas hydrophila vaccine (Aera),
2976,VO_0000724,cytomegalovirus vaccine,
2977,VO_0000935,Sarcocystis neurona vaccine,
2978,VO_0003199,"Bordetella pertussis pertactin vaccine, inactivated",1300380
2979,VO_0004009,N. caninum NcPDI Protein Vaccine,
2980,VO_0001746,"Canine Influenza H3N8, Killed Virus Vaccine (USDA: 15K5.20)",
2981,VO_0005345,PIKA Recombinant COVID-19 Vaccine,
2982,VO_0003890,Flublok 2016-2017,
2983,VO_0002483,horse Encephalomyelitis-Influenza-West Nile Virus vaccine,
2984,VO_0002030,"Avian Encephalomyelitis-Fowl Pox-Mycoplasma Gallisepticum Live Fowl Pox Vector, Live Virus Vaccine (USDA:1D61.R0)",
2985,VO_0004567,H. rhabdovirus DNA Vaccine encoding N and G,
2986,VO_0006064,SARS-COV-2 (COVID-19) vaccine mRNA spike protein LNP preservative free 50 mcg/0.5 mL dose,
2987,VO_0004627,L. T -PpSP15,
2988,VO_0011503,Y. enterocolititica Subunit V Antigen Protein Vaccine,
2989,VO_0003645,Fluzone Quadrivalent 2017-2018 vaccine Prefilled Syringe,1928331
2990,VO_0000307,KKF24,
2991,VO_0002151,"Newcastle-Bronchitis B1 Type, B1 Strain, Mass & Conn Types, Live Virus Vaccine (USDA: 1761.14)",
2992,VO_0000656,Mumps virus vaccine,
2993,VO_0000614,Nontypeable H. influenzae protein P6 with cholera toxin,
2994,VO_0004712,rMV- WNV,
2995,VO_0007192,851B Gel Vaccine,
2996,VO_0000108,Brucella abortus vaccine,
2997,VO_0001675,Fowl Laryngotracheitis Modified Live Virus Vaccine (USDA: 1601.14),
2998,VO_0000004,ActHIB,
2999,VO_0001545,Feline Leukemia Killed Virus Vaccine (USDA: 1555.20),
3000,VO_0007455,HPV E6/E7 DNA Vaccine GX-188E,
3001,VO_0003833,Havrix Prefilled Syringe,798478
3002,VO_0002460,Parvovirus Vaccine-Erysipelothrix Rhusiopathiae-Leptospira Bratislava-Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin,
3003,VO_0003315,Infanrix Tetra,
3004,VO_0005174,bacTRL-Spike,
3005,VO_0002900,Salmonella Typhimurium ompD/nmpC mutant vaccine,
3006,VO_0004651,BV-RVG/RVG,
3007,VO_0005132,rVV-SARS vaccine,
3008,VO_0002980,Influenza virus CTA1-3M2e-DD protein vaccine,
3009,VO_0007640,Melacine,
3010,VO_0007121,Vaccinia-GM-CSF Vaccine,
3011,VO_0000729,Herpes simplex virus vaccine,
3012,VO_0003200,"Bordetella pertussis toxoid vaccine, inactivated",1300186
3013,VO_0004010,N. caninum NcDG1 protein vaccine,
3014,VO_0005505,vaccine by platform type,
3015,VO_0001752,Parvovirus Killed Virus Vaccine (USDA: 18P5.20),
3016,VO_0002141,"Fowl Laryngotracheitis-Marek's Disease Serotype 3, Live Marek's Disease Vector Vaccine (USDA: 16J1.R1)",
3017,VO_0002115,"Encephalomyelitis-Influenza-West Nile Virus Eastern & Western, Killed Virus Vaccine (USDA: 13W5.20)",
3018,VO_0005350,naNO-COVID,
3019,VO_0002382,Bursal Disease-Mareks Disease Vaccine,
3020,VO_0004583,H. rhabdovirus DNA Vaccine encoding G,
3021,VO_0006065,SARS-COV-2 (COVID-19) vaccine mRNA spike protein LNP preservative free pediatric 25 mcg/0.25 mL dose,
3022,VO_0004867,MENHIBRIX vaccine 0.5 ML Injection,1437916
3023,VO_0003652,Fluzone Quadrivalent 2018-2019 vaccine Injection,2050781
3024,VO_0001880,Bovine Rhinotracheitis Modified Live Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4019.00),
3025,VO_0002152,"Newcastle-Bronchitis B1 Type, B1 Strain, Mass & Conn Types, Live Virus Vaccine (USDA: 1761.15)",
3026,VO_0000736,Measles-Mumps vaccine,
3027,VO_0004720,rVCG- Chlamydia-cholera,
3028,VO_0000308,F. tularensis vaccine LVS LPS,
3029,VO_0000628,E. coli subunit vaccine,
3030,VO_0001225,Brucella abortus DNA vaccine,
3031,VO_0007193,Abagovomab,
3032,VO_0001676,Fowl Laryngotracheitis Modified Live Virus Vaccine (USDA: 1601.15),
3033,VO_0000005,Adacel,605718
3034,VO_0001546,Feline Leukemia Killed Virus Vaccine (USDA: 1555.21),
3035,VO_0000952,Dhori virus vaccine,
3036,VO_0005494,renal cancer vaccine,
3037,VO_0002321,Parvovirus Killed Virus Vaccine-Erysipelothrix Rhusiopathiae-Leptospira Bratislava-Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4BC5.20),
3038,VO_0003848,IPOL vaccine Injectable Solution,763106
3039,VO_0003442,Acel-Imune,
3040,VO_0005183,CORVax12,
3041,VO_0002902,Salmonella Typhimurium ompR mutant vaccine,
3042,VO_0004693,RCN-rabies-G,
3043,VO_0005138,CRT-N SARS vaccine,
3044,VO_0002981,Influenza virus NS1 mutant vaccine,
3045,VO_0007641,Melan-A/Mart-1 vaccine,
3046,VO_0007122,Vaccinia-Tyrosinase Vaccine,
3047,VO_0004671,SL3261-L. major,
3048,VO_0000730,Marek disease vaccine,
3049,VO_0002865,CVD 908-htrA,
3050,VO_0004163,"N. caninum DNA vaccine encoding NcSAG1 and NcSRS2, combined with recombinant NcSAG1 and NcSRS2 Proteins",
3051,VO_0001753,Parvovirus Killed Virus Vaccine (USDA: 18P5.21),
3052,VO_0005351,IN-B009,
3053,VO_0002142,"Fowl Laryngotracheitis-Marek's Disease Serotypes 2 & 3, Modified Live & Live Marek's Disease Vector Vaccine (USDA: 16J1.R2)",
3054,VO_0002424,"horse encephalomyelitis EEV, VEV, and WEV combination vaccine",
3055,VO_0002031,"Bursal Disease-Marek's Disease Variant, Serotypes 2 & 3, Live Virus Vaccine (USDA: )",
3056,VO_0002976,Human metapneumovirus G protein mutant vaccine,
3057,VO_0006066,SARS-COV-2 (COVID-19) vaccine mRNA spike protein LNP preservative free pediatric 50 mcg/0.5 mL dose,
3058,VO_0004731,ALVAC-WNV-prM/E,
3059,VO_0003203,"Bordetella pertussis pertactin vaccine, inactivated 0.016 MG/ML",1300380
3060,VO_0003654,Fluzone Quadrivalent 2018-2019 vaccine Injectable Suspension,2050787
3061,VO_0001515,Bluetongue virus vaccine,
3062,VO_0001881,Bovine Rhinotracheitis Modified Live Virus Vaccine-Leptospira Grippotyphosa-Hardjo-Pomona Bacterin (USDA: 4059.00),
3063,VO_0002153,"Newcastle-Bronchitis B1 Type, B1 Strain, Mass & Conn Types, Live Virus Vaccine (USDA: 1761.17)",
3064,VO_0004722,rVCG- MOMP/HSV-2-gD,
3065,VO_0000339,F. tularensis vaccine FSC043,
3066,VO_0000768,Salmonella vaccine,
3067,VO_0001156,avian pathogenic E. coli vaccine,
3068,VO_0007214,Ag NY-ESO-1 Vaccine,
3069,VO_0000709,Brucella melitensis vaccine,
3070,VO_0001547,Feline Leukemia Killed Virus Vaccine (USDA: 1555.22),
3071,VO_0000985,fowl pox vaccine,
3072,VO_0001176,inactivated influenza vaccine,
3073,VO_0007456,Human Prostate-Specific Membrane Antigen Plasmid DNA Vaccine,
3074,VO_0002322,Parvovirus Killed Virus Vaccine-Erysipelothrix Rhusiopathiae-Leptospira Bratislava-Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4BC5.21),
3075,VO_0003861,1 ML Imovax 2.5 UNT/ML Injection,
3076,VO_0000018,Brucella abortus DNA vaccine pcDNA-SOD,
3077,VO_0005186,Covigenix VAX-001,
3078,VO_0002904,Salmonella Typhimurium poxA mutant vaccine,
3079,VO_0004728,ALVAC-RV,
3080,VO_0005139,rSARS-CoV-ΔE vaccine,
3081,VO_0000363,licensed vaccine,
3082,VO_0003215,Seasonal Influenza A27:H29 vaccine,
3083,VO_0007647,Oral Bacille Calmette-Guerin for malignant melanoma vaccine,
3084,VO_0005491,mesothelioma cancer vaccine,
3085,VO_0002506,Edwardsiella tarda vaccine,
3086,VO_0003006,Leishmania infantum HSP70 II mutant vaccine,
3087,VO_0000958,Herpes simplex virus type 1 vaccine,
3088,VO_0002883,Salmonella Typhi galE mutant vaccine,
3089,VO_0004164,N. caninum MIC10 and p24 protein vaccine,
3090,VO_0001760,Rabies Killed Virus Vaccine (USDA: 1905.20),
3091,VO_0002116,"Encephalomyelitis Eastern & Western, Killed Virus Vaccine (USDA: 1475.00)",
3092,VO_0005395,DoCo-Pro-RBD-1 + MF59,
3093,VO_0002448,chicken Mareks disease-tenosynovitis vaccine,
3094,VO_0000461,avian influenza vaccine,
3095,VO_0002977,Human metapneumovirus M2-2 mutant vaccine,
3096,VO_0006069,SARS-COV-2 COVID-19 mRNA bivalent original/Omicron BA.1 Non-US Vaccine Product (Comirnaty Bivalent) Pfizer-BioNTech,
3097,VO_0005130,VRP-MERS-N vaccine,
3098,VO_0003204,"Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML",1300185
3099,VO_0003655,Fluzone Quadrivalent 2018-2019 Vaccine Prefilled Syringe,2050775
3100,VO_0011426,C. psittaci DNA vaccine pcDNA1/MOMP,
3101,VO_0002154,"Newcastle-Bronchitis B1 Type, B1 Strain, Mass Type, Live Virus Vaccine (USDA: 1761.18)",
3102,VO_0000431,rLm/iglC,
3103,VO_0000458,E. coli LB-T vaccine,
3104,VO_0000671,Salmonella typhi vaccine,
3105,VO_0001226,Brucella melitensis DNA vaccine,
3106,VO_0007215,AIM2(-1)/HT001(-1)/TAF1B(-1) Frameshift Peptide Vaccine,
3107,VO_0000006,Afluria,
3108,VO_0001548,Feline Leukemia Killed Virus Vaccine (USDA: 1555.R1),
3109,VO_0001463,Fowlpox virus vaccine,
3110,VO_0007457,Mouse Prostate-Specific Membrane Antigen Plasmid DNA Vaccine,
3111,VO_0002323,Parvovirus Killed Virus Vaccine-Erysipelothrix Rhusiopathiae-Leptospira Bratislava-Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4BC5.22),
3112,VO_0003958,Infanrix Injectable Product,1172748
3113,VO_0000321,"Brucella abortus DNA vaccine encoding BCSP31, SOD and L7/L12",
3114,VO_0005230,COVID-eVax,
3115,VO_0002908,Salmonella Typhimurium rpoS mutant vaccine,
3116,VO_0004762,rLSDV-Rabies-gP,
3117,VO_0005146,VRC-SRSDNA015-00-VP vaccine,
3118,VO_0003495,influenza vaccines,NOT IN RxNorm\nEmpty Parent Term
3119,VO_0007648,OVA-TEXO vaccine,
3120,VO_0007124,Recombinant Adenovirus-hIFN-beta Vaccine,
3121,VO_0000031,MenHibrix,1437912
3122,VO_0004066,L. infantum SMT Protein Vaccine,
3123,VO_0012168,Herpes simplex virus type 1 and 2 vaccine,
3124,VO_0002903,Salmonella Typhi phoP mutant vaccine,
3125,VO_0004648,RB51-SRS2,
3126,VO_0001761,Rabies Killed Virus Vaccine (USDA: 1905.21),
3127,VO_0002127,"Encephalomyelitis-West Nile Virus Eastern & Western, Killed Virus Vaccine (USDA: 14W5.22)",
3128,VO_0002146,"Marek's Disease-Tenosynovitis Serotypes 2 & 3, Live & Modified Live Virus Vaccine (USDA: 16T1.00)",
3129,VO_0005400,Prime-2-CoV-Beta,
3130,VO_0002329,avian influenza-fowl pox vaccine,
3131,VO_0001882,Bovine Rhinotracheitis Modified Live Virus Vaccine-Leptospira Hardjo-Pomona Bacterin (USDA: 4069.20),
3132,VO_0002978,Human Respiratory Syncytial Virus M2-2 mutant vaccine,
3133,VO_0003316,Menitorix,
3134,VO_0004122,BCG auxotroph expressing HIV-1 clade immunogen,
3135,VO_0003609,Fluzone Quadrivalent 2013-2014 Formula Influenza Virus Vaccine Prefilled Syringe,1427038
3136,VO_0003205,"Bordetella pertussis pertactin vaccine, inactivated 0.005 UNT/ML",1300365
3137,VO_0004202,C. muridarum Tarp subunit vaccine,
3138,VO_0010744,Typherix,
3139,VO_0002155,"Newcastle-Bronchitis B1 Type, B1 Strain, Mass Type, Live Virus Vaccine (USDA: 1761.19)",
3140,VO_0002840,Francisella tularensis capB mutant vaccine,
3141,VO_0000963,E. coli toxoid vaccine,
3142,VO_0001169,E. coli DNA vaccine,
3143,VO_0007255,Ankara (MVA) and ALVAC(2) Vaccine,
3144,VO_0001677,Fowl Pox Live Virus Vaccine (USDA: 1621.00),
3145,VO_0000014,Biothrax,404894
3146,VO_0000389,Feline panleukopenia virus vaccine,
3147,VO_0007483,gp100 and GM-CSF DNA/Gold Vaccine,
3148,VO_0002499,Influenza A (H1N1) 2009 Monovalent Vaccine (IDB),
3149,VO_0003990,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.05 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.05 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML [Infanrix]",
3150,VO_0000374,divalent DNA B. abortus vaccine using L7/L12 and Omp16,
3151,VO_0001074,Babesia canis vaccine,
3152,VO_0005231,COVIGEN,
3153,VO_0002909,Salmonella Typhimurium ruvB mutant vaccine,
3154,VO_0004766,rORFV-RabG,
3155,VO_0005147,SARS NDV-BC/S vaccine,
3156,VO_0004281,Fluad,
3157,VO_0007649,"procarbazine, dactinomycin, velba vaccine",
3158,VO_0007130,Ovapuldencel-T Vaccine,
3159,VO_0004860,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y,314725
3160,VO_0006018,herpes simplex virus type 2 vaccine,
3161,VO_0006082,Typhoid conjugate vaccine (non-US),
3162,VO_0004649,RB51--MIC3/GRA6/MIC1/SRS2,
3163,VO_0001762,Rabies Killed Virus Vaccine (USDA: 1905.22),
3164,VO_0002420,equine EEV and WEV encephalomyelitis vaccine-tetanus toxoid,
3165,VO_0005404,VXS-1223,
3166,VO_0004579,HRSV DNA vaccine DRF-412,
3167,VO_0002032,"Avian Influenza-Fowl Pox H5 Subtype, Live Fowl Pox Vector Vaccine (USDA: 1061.R0)",
3168,VO_0001883,Bovine Rhinotracheitis Modified Live Virus Vaccine-Leptospira Pomona Bacterin (USDA: 4089.00),
3169,VO_0001154,B. abortus HSA-L7/L12,
3170,VO_0004123,M. tuberculosis DNA vaccine pAK4-sod,
3171,VO_0004207,"Bordetella pertussis pertactin vaccine, inactivated 0.005 MG/ML",1300365
3172,VO_0003614,Fluzone Quadrivalent 2014-2015 Formula Prefilled Syringe,1537559
3173,VO_0004257,"C. muridarum PmpG-1, PmpE/F-2, and MOMP Proteins Vaccine",
3174,VO_0002156,"Newcastle-Bronchitis B1 Type, B1 Strain, Conn Type, Live Virus Vaccine (USDA: 1761.1A)",
3175,VO_0000727,Herpesvirus vaccine,
3176,VO_0002841,Francisella tularensis clpB mutant vaccine,
3177,VO_0000966,recombinant vaccine vector E. coli vaccine,
3178,VO_0007261,Anti-GnRH Vaccine PEP223,
3179,VO_0005426,colorectal cancer vaccine,
3180,VO_0001678,Fowl Pox Live Virus Vaccine (USDA: 1621.10),
3181,VO_0000015,Boostrix,583411
3182,VO_0001550,Feline Panleukopenia Killed Virus Vaccine (USDA: 1565.20),
3183,VO_0007518,Melanoma DNA vaccine TA2M(TM) encoding tyrosinase peptides,
3184,VO_0003070,Flucelvax Quadrivalent,
3185,VO_0003977,KINRIX vaccine Prefilled Syringe,830556
3186,VO_0000385,Brucella abortus DNA vaccine encoding L7/L12 and P39,
3187,VO_0005322,AG0302-COVID19,
3188,VO_0006021,Human Rabies vaccine from human diploid cell culture,
3189,VO_0005148,SARS NDV-VF/S vaccine,
3190,VO_0004015,Influenza virus DNA vaccine encoding HA from Influenza A virus (A/Hong Kong/1/68(H3N2)),
3191,VO_0004197,pcDNA3-LiP0,
3192,VO_0007650,Pulmonary BCG immunotherapy for malignant melanoma vaccine,
3193,VO_0007132,Ovarian Cancer Stem Cell/hTERT/Survivin mRNAs-loaded Autologous Dendritic Cell Vaccine,
3194,VO_0015063,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine,797629
3195,VO_0006083,typhoid vaccine parenteral acetone-killed dried (U.S. military),
3196,VO_0005800,N. caninum Killed Protozoa Vaccine,
3197,VO_0001763,Rabies Killed Virus Vaccine (USDA: 1905.23),
3198,VO_0005406,Betuvax-CoV2,
3199,VO_0000541,"equine EEV, VEE & WEV encephalomyelitis-tetanus toxoid",
3200,VO_0004580,HRSV DNA vaccine pND-G,
3201,VO_0002033,Avian Encephalomyelitis-Fowl Pox Live Virus Vaccine (USDA: 10M1.10 ),
3202,VO_0003206,"Bordetella pertussis toxoid vaccine, inactivated 0.016 MG/ML",1300366
3203,VO_0001175,B. abortus L7/L12 fused to MBP,
3204,VO_0003231,0.5 ML Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injection [Heplisav-B],1994352
3205,VO_0011437,C. muridarum RplF protein vaccine,
3206,VO_0002157,"Newcastle-Bronchitis B1 Type, B1 Strain, Mass Type, Live Virus Vaccine (USDA: 1762.11)",
3207,VO_0000669,Varicella-zoster virus vaccine,
3208,VO_0002842,Francisella tularensis FTL0552 mutant vaccine,
3209,VO_0000975,uropathogenic E. coli vaccine,
3210,VO_0007262,Anti-idiotype MUC-1 Monoclonal Antibody Vaccine,
3211,VO_0005489,colon cancer vaccine,
3212,VO_0001679,Fowl Pox Live Virus Vaccine (USDA: 1621.11),
3213,VO_0000066,JE-Vax,
3214,VO_0001021,live attenuated feline panleukopenia virus vaccine,
3215,VO_0007528,Mouse gp100 Plasmid DNA Vaccine,
3216,VO_0003071,FluLaval Quadrivalent,
3217,VO_0003979,KINRIX vaccine Injection,1657887
3218,VO_0000421,Brucella abortus pcDNA-BLS,
3219,VO_0005340,VB10.2129,
3220,VO_0000506,vaccine organism,
3221,VO_0006045,rabies vaccine for intradermal injection,
3222,VO_0005149,rDNA-expressed S SARS protein vaccine,
3223,VO_0004016,Influenza virus DNA vaccine encoding HA from Influenza A virus (A/environment/Hong Kong/156/1997(H5N1)),
3224,VO_0004198,VVr expressing L. infantum P36/LACK,
3225,VO_0007133,Ovarian Tumor Antigen-activated Autologous Dendritic Cell Vaccine,
3226,VO_0015067,Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine,797631
3227,VO_0001366,Caprine herpesvirus type 1 vaccine,
3228,VO_0006084,typhoid vaccine parenteral other than acetone-killed dried,
3229,VO_0011563,N. caninum NcMIC1 Protein Subunit Vaccine,
3230,VO_0001884,Bovine Rhinotracheitis Modified Live Virus Vaccine-Leptospira Pomona Bacterin (USDA: 4089.20),
3231,VO_0001764,Rabies Killed Virus Vaccine (USDA: 1905.24),
3232,VO_0005412,V-01-351/V-01D Bivalence Vaccine,
3233,VO_0004802,HDAd-sFsyn,
3234,VO_0002034,Avian Encephalomyelitis-Fowl Pox Live Virus Vaccine (USDA: 10M1.11),
3235,VO_0002431,"horse EEV, VEV, WEV encephalomyelitis-West Nile Virus Vaccine-Tetanus Toxoid",
3236,VO_0006040,Novel influenza-H1N1-09 preservative-free injectable,
3237,VO_0003207,"Bordetella pertussis toxoid vaccine, inactivated 0.05 MG/ML",1300381
3238,VO_0003967,HEPLISAV-B 20 MCG per 0.5 ML Prefilled Syringe,2050059
3239,VO_0011453,C. muridarum MOMP protein vaccine,
3240,VO_0002158,"Newcastle-Bronchitis B1 Type, B1 Strain, Conn Type, Live Virus Vaccine (USDA: 1762.13)",
3241,VO_0000419,Varicella-zoster virus live vaccine,
3242,VO_0002843,Francisella tularensis FTT0918 mutant vaccine,
3243,VO_0000976,extraintestinal pathogenic E. coli vaccine,
